city,latitude,longitude
0,60154.7222,24928.8889
1,60016.9444,20131.6667
2,64500.0,26450.0
3,65716.6667,27950.0
4,60183.3333,23200.0
5,63450.0,27983.3333
6,61466.6667,27100.0
7,60783.3333,25033.3333
8,60983.3333,27516.6667
9,63566.6667,26200.0
10,61216.6667,21633.3333
11,64083.3333,25333.3333
12,60883.3333,21450.0
13,63083.3333,21900.0
14,64550.0,28000.0
15,60033.3333,24516.6667
16,60101.6667,24010.5556
17,65050.0,29183.3333
18,60533.3333,27333.3333
19,62200.0,22500.0
20,60733.3333,27383.3333
21,65366.6667,28533.3333
22,64583.3333,28833.3333
23,60550.0,25950.0
24,61450.0,23983.3333
25,60183.3333,22966.6667
26,62266.6667,29150.0
27,61416.6667,24833.3333
28,66233.3333,26483.3333
29,64166.6667,25966.6667
30,62800.0,25033.3333
31,68950.0,26800.0
32,60175.5556,25048.6111
33,60916.6667,28050.0
34,61333.3333,26183.3333
35,61166.6667,26550.0
36,61333.3333,24433.3333
37,61266.6667,25716.6667
38,61333.3333,22900.0
39,60266.6667,23483.3333
40,67250.0,24950.0
41,62616.6667,30983.3333
42,63866.6667,26466.6667
43,61800.0,26450.0
44,60078.8889,24056.6667
45,61483.3333,27450.0
46,61833.3333,29250.0
47,60933.3333,22916.6667
48,60900.0,27983.3333
49,60916.6667,27433.3333
50,60500.0,27466.6667
51,63983.3333,28766.6667
52,61166.6667,22233.3333
53,60250.0,23433.3333
54,62383.3333,27433.3333
55,62366.6667,25133.3333
56,63483.3333,24766.6667
57,67522.7778,27426.1111
58,59933.3333,22900.0
59,62383.3333,30816.6667
60,60266.6667,21416.6667
61,64716.6667,25533.3333
62,61200.0,26033.3333
63,64683.3333,26250.0
64,63250.0,27683.3333
65,63816.6667,25983.3333
66,60900.0,24700.0
67,60266.6667,23783.3333
68,61133.3333,26600.0
69,62300.0,30600.0
70,63483.3333,28833.3333
71,61400.0,21966.6667
72,62600.0,29866.6667
73,61566.6667,25366.6667
74,61166.6667,28633.3333
75,61716.6667,24900.0
76,64850.0,26166.6667
77,63000.0,29916.6667
78,63033.3333,23666.6667
79,61033.3333,28116.6667
80,62900.0,28750.0
81,63500.0,26583.3333
82,60000.0,23100.0
83,66266.6667,25200.0
84,61450.0,23283.3333
85,59994.7222,24474.1667
86,63333.3333,30416.6667
87,62650.0,24300.0
88,63666.6667,24783.3333
89,61633.3333,23200.0
