city,latitude,longitude
0,61566.6667,23433.3333
1,61216.6667,28000.0
2,67200.0,25000.0
3,61833.3333,22933.3333
4,60666.6667,21800.0
5,60183.3333,19583.3333
6,64000.0,29650.0
7,63083.3333,21883.3333
8,65300.0,25416.6667
9,61650.0,23466.6667
10,63566.6667,29516.6667
11,61316.6667,29033.3333
12,60400.0,23583.3333
13,63550.0,29116.6667
14,65166.6667,29100.0
15,65100.0,29366.6667
16,64166.6667,28300.0
17,66666.6667,29200.0
18,61650.0,23783.3333
19,60516.6667,26166.6667
20,62883.3333,29866.6667
21,60500.0,26716.6667
22,61750.0,25283.3333
23,60150.0,24750.0
24,63866.6667,26900.0
25,63016.6667,29233.3333
26,63366.6667,27616.6667
27,61583.3333,27650.0
28,63866.6667,23433.3333
29,68316.6667,23366.6667
30,60066.6667,23316.6667
31,63333.3333,22783.3333
32,63383.3333,26533.3333
33,62316.6667,25450.0
34,64566.6667,27716.6667
35,61850.0,29766.6667
36,62116.6667,22733.3333
37,60183.3333,23216.6667
38,60783.3333,25033.3333
39,64333.3333,24083.3333
40,64816.6667,26983.3333
41,62316.6667,25983.3333
42,59950.0,21766.6667
43,61033.3333,22700.0
44,61683.3333,23250.0
45,60350.0,23566.6667
46,60866.6667,28116.6667
47,60283.3333,23533.3333
48,63266.6667,23633.3333
49,62633.3333,31000.0
50,62683.3333,21983.3333
51,64083.3333,29216.6667
52,63933.3333,23883.3333
53,65466.6667,27516.6667
54,60150.0,23383.3333
55,62333.3333,22050.0
56,66466.6667,25666.6667
57,60000.0,20316.6667
58,63550.0,30250.0
59,60097.7778,24561.6667
60,60883.3333,26400.0
61,63900.0,23933.3333
62,62983.3333,27100.0
63,63366.6667,27083.3333
64,68433.3333,24016.6667
65,61733.3333,24333.3333
66,62350.0,25716.6667
67,60683.3333,21716.6667
68,60183.3333,23750.0
69,65000.0,24700.0
70,63450.0,27183.3333
71,60633.3333,25816.6667
72,62866.6667,30050.0
73,61366.6667,23366.6667
74,60433.3333,21800.0
75,61450.0,28150.0
76,61783.3333,27116.6667
77,61133.3333,23600.0
78,61083.3333,21600.0
79,65150.0,26866.6667
80,60216.6667,19633.3333
81,61850.0,29033.3333
82,60100.0,20266.6667
83,60966.6667,23000.0
84,66000.0,28116.6667
85,60233.3333,21816.6667
86,65800.0,26916.6667
87,62733.3333,27566.6667
88,67820.0,27737.2222
89,64550.0,24383.3333
