city,latitude,longitude
0,62583.3333,28550.0
1,61500.0,26716.6667
2,62033.3333,22383.3333
3,60483.3333,21466.6667
4,61783.3333,21600.0
5,61366.6667,28983.3333
6,60700.0,22583.3333
7,60366.6667,24383.3333
8,62333.3333,30616.6667
9,61500.0,22700.0
10,65150.0,25700.0
11,61333.3333,26050.0
12,63333.3333,22550.0
13,62950.0,29833.3333
14,64600.0,27866.6667
15,64416.6667,24983.3333
16,69383.3333,27650.0
17,65116.6667,25433.3333
18,62650.0,23100.0
19,60583.3333,25883.3333
20,61716.6667,28700.0
21,63200.0,28083.3333
22,61650.0,24383.3333
23,61900.0,25183.3333
24,60666.6667,25666.6667
25,65050.0,25450.0
26,60833.3333,23150.0
27,60650.0,22600.0
28,62466.6667,22866.6667
29,65350.0,27166.6667
30,60516.6667,25950.0
31,61150.0,21516.6667
32,61300.0,22516.6667
33,63166.6667,28633.3333
34,62316.6667,22133.3333
35,64300.0,24450.0
36,62450.0,22116.6667
37,66866.6667,27450.0
38,63050.0,27716.6667
39,62083.3333,26300.0
40,60600.0,21700.0
41,62850.0,30650.0
42,62433.3333,29433.3333
43,61333.3333,27183.3333
44,64983.3333,25266.6667
45,60450.0,21850.0
46,66250.0,24566.6667
47,62700.0,31383.3333
48,63250.0,30550.0
49,62383.3333,24383.3333
50,60983.3333,23616.6667
51,63916.6667,24166.6667
52,68850.0,28316.6667
53,63850.0,26350.0
54,60833.3333,26983.3333
55,61016.6667,27533.3333
56,60250.0,21766.6667
57,64233.3333,24016.6667
58,61583.3333,25750.0
59,60850.0,21816.6667
60,64200.0,26466.6667
61,69616.6667,25983.3333
62,62150.0,30133.3333
63,60883.3333,22583.3333
64,62733.3333,29016.6667
65,63966.6667,28450.0
66,61233.3333,26716.6667
67,63133.3333,22900.0
68,60333.3333,24433.3333
69,60083.3333,23666.6667
70,62366.6667,30450.0
71,63333.3333,29883.3333
72,61583.3333,23366.6667
73,61183.3333,24166.6667
74,61250.0,28650.0
75,60616.6667,23483.3333
76,60350.0,22400.0
77,64083.3333,28416.6667
78,62816.6667,22266.6667
79,62433.3333,30016.6667
80,62716.6667,27100.0
81,62183.3333,30316.6667
82,62516.6667,23116.6667
83,62683.3333,29816.6667
84,60516.6667,27466.6667
85,66516.6667,24800.0
86,61050.0,27450.0
87,61633.3333,26900.0
88,63250.0,23183.3333
89,65150.0,28950.0
