city,latitude,longitude
0,61666.6667,21616.6667
1,61033.3333,25266.6667
2,60633.3333,27566.6667
3,60783.3333,23400.0
4,60166.6667,22566.6667
5,60116.6667,24633.3333
6,60283.3333,26016.6667
7,61766.6667,21500.0
8,60116.6667,19766.6667
9,61133.3333,26366.6667
10,60216.6667,22916.6667
11,64100.0,27750.0
12,67300.0,25266.6667
13,61966.6667,24733.3333
14,61166.6667,23950.0
15,60205.0,24574.7222
16,60600.0,23633.3333
17,61166.6667,22316.6667
18,63850.0,23366.6667
19,61850.0,21433.3333
20,61083.3333,23533.3333
21,63300.0,28333.3333
22,60250.0,19916.6667
23,60783.3333,22050.0
24,60700.0,24700.0
25,60900.0,22700.0
26,60159.4444,25111.6667
27,60416.6667,24083.3333
28,61066.6667,21566.6667
29,61566.6667,23616.6667
30,60916.6667,21633.3333
31,62550.0,29516.6667
32,65333.3333,27566.6667
33,61716.6667,23250.0
34,63066.6667,25533.3333
35,60916.6667,21350.0
36,64450.0,24416.6667
37,63050.0,28550.0
38,65083.3333,25433.3333
39,60783.3333,24050.0
40,60016.6667,23700.0
41,63150.0,22533.3333
42,62266.6667,23433.3333
43,60833.3333,26983.3333
44,63050.0,27400.0
45,62350.0,23816.6667
46,65333.3333,29000.0
47,63816.6667,22816.6667
48,63802.7778,22916.6667
49,63183.3333,21900.0
50,63216.6667,28466.6667
51,62733.3333,28733.3333
52,62300.0,28650.0
53,60533.3333,23766.6667
54,61800.0,22416.6667
55,60683.3333,21933.3333
56,62983.3333,28516.6667
57,60366.6667,22300.0
58,63416.6667,29983.3333
59,60500.0,24900.0
60,61416.6667,28433.3333
61,61850.0,23733.3333
62,63366.6667,27616.6667
63,61050.0,22700.0
64,62733.3333,22900.0
65,62100.0,23450.0
66,61066.6667,26133.3333
67,64100.0,29383.3333
68,60583.0556,27166.6667
69,62233.3333,30333.3333
70,62466.6667,23116.6667
71,64700.0,29233.3333
72,60833.3333,22033.3333
73,60266.6667,19983.3333
74,60450.0,24066.6667
75,60048.3333,24032.5
76,60083.3333,22416.6667
77,62466.6667,29200.0
78,62500.0,31100.0
79,61466.6667,25116.6667
80,62766.6667,26683.3333
81,61466.6667,27583.3333
82,61816.6667,29200.0
83,60283.3333,23466.6667
84,65983.3333,24066.6667
85,63850.0,27433.3333
86,63616.6667,26350.0
87,61666.6667,23183.3333
88,64516.6667,27216.6667
89,60866.6667,28016.6667
