city,latitude,longitude
0,62883.3333,22966.6667
1,62483.3333,25333.3333
2,61433.3333,24916.6667
3,61433.3333,25400.0
4,60233.3333,20083.3333
5,64116.6667,28766.6667
6,62700.0,23533.3333
7,61066.6667,27050.0
8,62516.6667,24166.6667
9,61300.0,26216.6667
10,61450.0,26633.3333
11,60483.3333,23950.0
12,61066.6667,23600.0
13,63166.6667,21833.3333
14,63383.3333,23033.3333
15,60500.0,27666.6667
16,62900.0,23000.0
17,61750.0,22133.3333
18,64450.0,28366.6667
19,64100.0,27183.3333
20,63233.3333,27500.0
21,60983.3333,23550.0
22,60383.3333,23983.3333
23,63150.0,22250.0
24,61333.3333,27683.3333
25,62916.6667,23083.3333
26,63700.0,27200.0
27,63366.6667,22533.3333
28,65800.0,26950.0
29,60250.0,19916.6667
30,61833.3333,22700.0
31,63566.6667,22566.6667
32,61600.0,23583.3333
33,61350.0,24500.0
34,61683.3333,24616.6667
35,61516.6667,22900.0
36,61050.0,26366.6667
37,62633.3333,29116.6667
38,61783.3333,23500.0
39,68483.3333,22200.0
40,61033.3333,25400.0
41,64016.6667,23616.6667
42,60158.0556,24873.3333
43,63383.3333,22983.3333
44,60633.3333,23000.0
45,63516.6667,22516.6667
46,62450.0,30183.3333
47,66700.0,27433.3333
48,63016.6667,28550.0
49,63666.6667,28800.0
50,63383.3333,27350.0
51,61766.6667,23716.6667
52,60266.6667,23350.0
53,61450.0,23066.6667
54,60700.0,26300.0
55,65966.6667,29966.6667
56,62650.0,29683.3333
57,62850.0,28900.0
58,64533.3333,28200.0
59,62666.6667,28750.0
60,61800.0,26933.3333
61,62400.0,29233.3333
62,63416.6667,28600.0
63,60716.6667,24883.3333
64,60450.0,25950.0
65,62483.3333,28900.0
66,60300.0,23750.0
67,65650.0,24716.6667
68,60966.6667,22600.0
69,66883.3333,28916.6667
70,63483.3333,22366.6667
71,62066.6667,30100.0
72,63616.6667,29050.0
73,62133.3333,21683.3333
74,64733.3333,27516.6667
75,60566.6667,27466.6667
76,60616.6667,23950.0
77,60450.0,23350.0
78,61950.0,22916.6667
79,60750.0,26816.6667
80,59966.6667,23433.3333
81,63450.0,27583.3333
82,61766.6667,24000.0
83,62633.3333,23650.0
84,64950.0,27216.6667
85,59766.6667,21366.6667
86,63116.6667,23383.3333
87,60533.3333,22350.0
88,63950.0,29233.3333
89,66900.0,27433.3333
