city,latitude,longitude
0,61400.0,25800.0
1,61200.0,23466.6667
2,60766.6667,22666.6667
3,63066.6667,21983.3333
4,62716.6667,22516.6667
5,60433.3333,24383.3333
6,64733.3333,24966.6667
7,61616.6667,23366.6667
8,60933.3333,22283.3333
9,61633.3333,23616.6667
10,60316.6667,26116.6667
11,60066.6667,24200.0
12,64016.6667,24766.6667
13,60333.3333,24966.6667
14,63050.0,25583.3333
15,62916.6667,23733.3333
16,65633.3333,29166.6667
17,60533.3333,21583.3333
18,63816.6667,23216.6667
19,61366.6667,24250.0
20,61850.0,21433.3333
21,65800.0,24583.3333
22,61700.0,28716.6667
23,60516.6667,27683.0556
24,60136.1111,24516.3889
25,66716.6667,24333.3333
26,66783.3333,23983.3333
27,66833.3333,28666.6667
28,64550.0,26300.0
29,59983.3333,23033.3333
30,60500.0,23966.6667
31,60683.3333,24783.3333
32,60950.0,26083.3333
33,62366.6667,28966.6667
34,60500.0,21883.3333
35,64450.0,27416.6667
36,65366.6667,27350.0
37,60616.6667,26650.0
38,67366.6667,26100.0
39,62400.0,29666.6667
40,65950.0,26083.3333
41,63066.6667,28350.0
42,60600.0,21500.0
43,62316.6667,23566.6667
44,60600.0,27066.6667
45,60333.3333,22450.0
46,62833.3333,23483.3333
47,60283.3333,25800.0
48,60350.0,26050.0
49,60983.3333,25016.6667
50,62783.3333,24033.3333
51,60850.0,22850.0
52,63050.0,24566.6667
53,65666.6667,24750.0
54,60316.6667,22550.0
55,60400.0,21383.3333
56,62050.0,30400.0
57,64316.6667,29083.3333
58,65433.3333,29083.3333
59,60833.3333,25350.0
60,60101.6667,24423.3333
61,60151.6667,24208.0556
62,63150.0,21600.0
63,62766.6667,30683.3333
64,60240.8333,24980.8333
65,60916.6667,21766.6667
66,60123.3333,24473.0556
67,62316.6667,22050.0
68,63816.6667,26350.0
69,62316.6667,22750.0
70,61683.3333,22400.0
71,64233.3333,23983.3333
72,60883.3333,26833.3333
73,61383.3333,21950.0
74,60850.0,26666.6667
75,60533.3333,24816.6667
76,62550.0,29866.6667
77,62000.0,25566.6667
78,63383.3333,22983.3333
79,62916.6667,28166.6667
80,63116.6667,25950.0
81,68216.6667,27050.0
82,61050.0,27383.3333
83,60350.0,22333.3333
84,62516.6667,23850.0
85,62000.0,25050.0
86,64516.6667,27133.3333
87,63966.6667,27866.6667
88,63200.0,27366.6667
89,61716.6667,22833.3333
