city,latitude,longitude
0,62633.3333,28366.6667
1,63466.6667,23233.3333
2,61333.3333,22066.6667
3,64850.0,25150.0
4,62966.6667,25566.6667
5,60227.5,25011.1111
6,60316.6667,23100.0
7,60883.3333,26616.6667
8,67666.6667,26683.3333
9,64500.0,28083.3333
10,60883.3333,21466.6667
11,64083.3333,28816.6667
12,62700.0,30866.6667
13,65300.0,29500.0
14,66833.3333,25416.6667
15,60733.3333,26433.3333
16,60516.6667,25700.0
17,63916.6667,28550.0
18,63066.6667,30100.0
19,60716.6667,24883.3333
20,65816.6667,30000.0
21,61833.3333,28233.3333
22,60283.3333,24683.3333
23,61500.0,24583.3333
24,64450.0,27833.3333
25,62466.6667,30100.0
26,60216.6667,19983.3333
27,64100.0,28516.6667
28,68700.0,27583.3333
29,62566.6667,22800.0
30,62650.0,26033.3333
31,62733.3333,27650.0
32,61566.6667,23333.3333
33,62100.0,25533.3333
34,62366.6667,30900.0
35,60173.0556,24110.0
36,61016.6667,24350.0
37,62866.6667,29016.6667
38,62783.3333,26166.6667
39,60916.6667,21700.0
40,60833.3333,23466.6667
41,60966.6667,26766.6667
42,60983.3333,25066.6667
43,62833.3333,29400.0
44,67200.0,25066.6667
45,63216.6667,28550.0
46,63150.0,22533.3333
47,66100.0,25150.0
48,61050.0,28516.6667
49,60533.3333,27666.6667
50,61850.0,28516.6667
51,61250.0,27700.0
52,60666.6667,22133.3333
53,62350.0,24916.6667
54,60260.2778,25026.1111
55,63550.0,29233.3333
56,61500.0,22916.6667
57,65333.3333,25750.0
58,62600.0,29150.0
59,66250.0,24566.6667
60,61766.6667,21500.0
61,60116.6667,23000.0
62,61016.6667,27300.0
63,60983.3333,24266.6667
64,61133.3333,25366.6667
65,63383.3333,26533.3333
66,62550.0,21283.3333
67,61516.6667,23783.3333
68,64950.0,29300.0
69,63066.6667,22250.0
70,63083.3333,30300.0
71,61283.3333,22250.0
72,62966.6667,24700.0
73,62450.0,27650.0
74,65216.6667,28233.3333
75,64583.3333,24700.0
76,61633.3333,26900.0
77,65166.6667,25250.0
78,62100.0,29383.3333
79,61350.0,28616.6667
80,62783.3333,29183.3333
81,61466.6667,22950.0
82,60083.3333,22633.3333
83,64616.6667,27800.0
84,63433.3333,23333.3333
85,61150.0,21516.6667
86,62183.3333,25466.6667
87,61416.6667,28516.6667
88,62716.6667,27100.0
89,61833.3333,29900.0
