STT,Best Cost,Best Solution,Best Tree,Time
1,"[0.5612993754001885, 0.07772030375269023, 0.015438429281174226, 0.20342508146883787, 0.6997238030550702, 0.8053648141820554, 0.6484392546641904, 0.5846952638806509, 0.22389518680239817, 0.14511718097120152, 0.10809989104652107, 0.8306087111176947, 0.9203922147422193, 0.46372087660680683, 0.04527843146925936, 0.2771218505456775, 0.06839036363499529, 0.5282921792458659, 0.8297787878874938, 0.43729859908804725, 0.95169493297981, 0.9747056172022404, 0.4215681541562133, 0.788636521176651, 0.38576253003595373, 0.42624270122290564, 0.015026592908225944, 0.18579023658200378, 0.7339881512022688, 0.736725517119672, 0.8857910606036371, 0.8150601888245101, 0.3793853243859543, 0.23819383203566769, 0.5870398906661183, 0.940483258295154, 0.11207455428720492, 0.4461030797614729, 0.6205103936786459, 0.029432019283148647, 0.5425033920072535, 0.7293755390523747, 0.5768297174938198, 0.5378288708327864, 0.2505122822517851, 0.06300131727832992, 0.7753369754263395, 0.7713331736603439, 0.7170432219600608, 0.0122727057169022, 0.8350100989776921, 0.4893045413720375, 0.9674858805239853, 0.9419166801457876, 0.8356844487818691, 0.995754064967179, 0.11898807945414047, 0.6824065359154121, 0.5755122725434292, 0.673222747538848, 0.4164124254872258, 0.8226624811329523, 0.7869846921852428, 0.36291199514324335, 0.7602399743814041, 0.41758871282976484, 0.7529024241721818, 0.6700300090967602, 0.059439529818166914, 0.566075891537889, 0.4218371328359293, 0.24060352623273196, 0.3974545957259239, 0.7024120093290942, 0.06555034128757486, 0.20916228884742993, 0.1731310924337367, 0.4026496693504855, 0.38656980810877073, 0.8519417222736001, 0.6819516234146302, 0.6860567885834551, 0.8866236793280118, 0.4833772639141902, 0.37038754462972956, 0.35506880763075144, 0.5768928935440724, 0.4650744842984996, 0.012242110889967739, 0.10009085758065006, 0.1608203898270948, 0.6792628108577513, 0.15413220961873397, 0.321673370219306, 0.7336948987650879, 0.8999321435749743, 0.657436394453084, 0.3735152926406189, 0.5236131274105, 0.2896734410304398, 0.9712937194886111, 0.731073939238105, 0.8732165538881185, 0.3407125995414627, 0.28051227431772563]",31330.89871049489,"[(0, 13), (1, 9), (1, 8), (2, 11), (2, 6), (3, 12), (4, 10), (4, 7), (4, 8), (5, 7), (9, 14), (10, 11), (11, 13), (12, 13)]",19.77070116996765
2,"[0.7583115008495587, 0.025420123195181832, 0.7536338303027695, 0.5565175389667352, 0.18414047738883232, 0.810220923909865, 0.9746014258417716, 0.5468616634160138, 0.5015126151102417, 0.3546922550608337, 0.05095668064276604, 0.17906201418757695, 0.7788335441615842, 0.9185309226998474, 0.23460909900133564, 0.5125649480616165, 0.8919317425941133, 0.824411021788245, 0.3546922550608337, 0.5336410205585423, 0.9185309226998474, 0.7467158042885925, 0.5691171094502695, 0.698894025614228, 0.3793320010711607, 0.07797263999878146, 0.3569760184359062, 0.4262982194061694, 0.48045460117317995, 0.14749722435414947, 0.7590928342829152, 0.9074209958302201, 0.7790144639681903, 0.3553229476852664, 0.9832164962011077, 0.46748856125908933, 0.20856456345089625, 0.9578995502944342, 0.7593872306409553, 0.5663774183453644, 0.6365254409760086, 0.3622530864158241, 0.6253672309917757, 0.4951271898961118, 0.8535494822627355, 0.8922001054566595, 0.010951492634111992, 0.2697603507839984, 0.20907804888090986, 0.15208383864532027, 0.6158392504157488, 0.1988820903236439, 0.601548933811939, 0.3157459598393412, 0.0714965781538488, 0.8417180454606006, 0.8700596675907968, 0.82892937987572, 0.10979395387768343, 0.6702969312729091, 0.1072082247277385, 0.10812928528490673, 0.6218757804541017, 0.5563538933262191, 0.49882988925935245, 0.6202007500390313, 0.4751348253835457, 0.9847757742298117, 0.20400468460723686, 0.22527930140718466, 0.7732966629057045, 0.3561241345469107, 0.03876335049075208, 0.936428182405996, 0.011516975762379977, 0.20454460802459595, 0.6667096770652017, 0.4293251836921931, 0.8931474546359596, 0.49406269905153744, 0.6006114867816804, 0.11131650455774889, 0.9069896829569695, 0.2288470381851564, 0.39865325993344436, 0.8323307164759971, 0.4047579903641767, 0.005885842765195104, 0.4128470175711638, 0.7528621470267322, 0.011614322221929041, 0.3706521191489336, 0.34101637775686755, 0.6098928203136758, 0.590132700126962, 0.2658033957076307, 0.42789290154577697, 0.920069185522508, 0.6842144716161058, 0.30707332641769103, 0.8298563082093726, 0.22503106832059416, 0.7352692671254908, 0.7236892466199846, 0.4348156124965511]",38521.414715411374,"[(0, 7), (0, 14), (1, 8), (1, 4), (2, 10), (2, 13), (2, 7), (3, 10), (4, 11), (4, 10), (5, 13), (6, 11), (7, 9), (12, 13)]",17.494015216827393
3,"[0.7295144730824414, 0.1243317707091448, 0.8574574585228529, 0.41099520192153427, 0.31768848920851556, 0.2372302415281704, 0.9905465191684149, 0.6663327250738391, 0.8964248453788293, 0.8295801802394679, 0.47036612051672433, 0.3633367574024774, 0.9500955552577163, 0.20109967714320354, 0.08938039625347516, 0.8968768976134269, 0.8615749037098752, 0.7538548151220686, 0.9713026878331122, 0.9678695257903521, 0.9504322670613818, 0.4936612840049077, 0.7457056855954397, 0.26815701044775786, 0.5448336450197434, 0.8458601116210664, 0.4429632321508813, 0.13501433153840614, 0.4030374589509548, 0.7297086006293771, 0.0010973406883426629, 0.2767733157626694, 0.03372959288155286, 0.682216726886338, 0.7481357574888879, 0.7282620914943094, 0.6647231592529111, 0.44332757430395364, 0.19509306170148388, 0.12225270804063959, 0.20935121429156656, 0.6103856188223075, 0.349157964263325, 0.24523605286167238, 0.28640713878741086, 0.19312400038522626, 0.25847984548677194, 0.8175149319574795, 0.6355273923601849, 0.7548988555012414, 0.7829136801438302, 0.04993873958962436, 0.9099361117164868, 0.859450191412493, 0.5168853690397667, 0.9123259264998926, 0.3818317035529266, 0.663263125913569, 0.4937949782810307, 0.8594540929204122, 0.07666516806412649, 0.42925723657319936, 0.5066811617103846, 0.48002538927711635, 0.2940981013104006, 0.9495487706617995, 0.40889842537188403, 0.21265560345078105, 0.47194339303596444, 0.5570776592377759, 0.944393905580879, 0.6174601340451163, 0.6996672641922452, 0.5279766989412013, 0.5769077448451648, 0.5877150273023516, 0.461365519849947, 0.5881394721258006, 0.22428927995279446, 0.7430328753198724, 0.9089841486015839, 0.16858375792138658, 0.6773673137900776, 0.5405051241114953, 0.21441393545276566, 0.10709516797058305, 0.7457159174370341, 0.1572792907607664, 0.6681756928544682, 0.4209298763847016, 0.1385779670443621, 0.24724645772969178, 0.7361296694661192, 0.8257761122935124, 0.21808679494425498, 0.8060961580194299, 0.4180034138786787, 0.43494358271348366, 0.22794568667840243, 0.4850987668192511, 0.6041199390437745, 0.6997291895118813, 0.8614818361328193, 0.8449487213986597, 0.8114162828537468]",41937.390819968525,"[(0, 7), (0, 13), (0, 9), (1, 6), (1, 7), (1, 8), (2, 10), (3, 12), (4, 10), (4, 7), (4, 14), (5, 11), (10, 11), (12, 13)]",17.6189124584198
4,"[0.003554491798638426, 0.5503213647603667, 0.18417695582706328, 0.4198886122194436, 0.09493566034272938, 0.3579227798273156, 0.668103905576962, 0.8299153192373007, 0.4537504177616175, 0.07578948474615776, 0.7298218225275077, 0.9043028561798868, 0.6350867640727821, 0.607700223469074, 0.8657110892886086, 0.8080529362501563, 0.4323469695255393, 0.11025176317108243, 0.5901805137548385, 0.11884015354023947, 0.8529294122910275, 0.3525272585133312, 0.10965679410480378, 0.06324081577879315, 0.595486092054299, 0.3086930150535917, 0.19665772318847563, 0.9873516173116416, 0.8085822757847843, 0.8765327156341338, 0.195213524386614, 0.3573843173887752, 0.4155741516488147, 0.47446641420436586, 0.9446492210962283, 0.9956060703711604, 0.5670606447777321, 0.471154527518197, 0.40273151766471615, 0.8771852078573827, 0.6922560240427486, 0.9145640073125446, 0.10428490099735743, 0.4754317154968758, 0.8199825322658476, 0.7726465153095676, 0.9464570330276189, 0.920758596788513, 0.5472082631221051, 0.05492430289480754, 0.6674439933337811, 0.10444680893351899, 0.4697234734019202, 0.3415780359170214, 0.3568053073748467, 0.807860010944207, 0.5035320174977826, 0.5916406925394306, 0.5793380008781556, 0.24837485976307616, 0.5548754295580818, 0.086645372818692, 0.3912466608956253, 0.7499646921349795, 0.665522027495724, 0.743628606568166, 0.20029484762755212, 0.6225618426727608, 0.7189998456603873, 0.47031541842326907, 0.5850563167380988, 0.7969695712035144, 0.9335005087791812, 0.3667688144361736, 0.3527446047423892, 0.36496173240813856, 0.5957694794368523, 0.27758930329119136, 0.38289763698012746, 0.6448426925184022, 0.47346350289750094, 0.35944054829149297, 0.2166736096466234, 0.3710271947912883, 0.6848632937792631, 0.8522060182362465, 0.6269321780943384, 0.5008856268683252, 0.8320425376808541, 0.455930651828485, 0.5821058992282431, 0.7038316982844782, 0.3985829543206898, 0.4005176649683315, 0.20797623666827247, 0.490794774575983, 0.339996036603728, 0.45340696198754504, 0.4183659896528995, 0.5598681644567415, 0.2919986461264804, 0.3926094147248128, 0.8966623244147691, 0.32455904298777805, 0.12607130113352594]",36930.53282551947,"[(0, 12), (0, 7), (1, 8), (2, 11), (2, 3), (2, 10), (3, 12), (3, 4), (5, 9), (5, 14), (6, 10), (6, 9), (8, 10), (12, 13)]",19.772700309753418
5,"[0.13543400845854825, 0.5900529341064189, 0.6833824701746697, 0.5393985252674955, 0.5261169993487129, 0.5711077995830162, 0.9381042100571986, 0.32250842314093253, 0.9034245753125425, 0.5607550397407279, 0.13501278195268718, 0.262535175098503, 0.009316587699652934, 0.6079587768836414, 0.1754566875853344, 0.5863530393265104, 0.0035963592497173513, 0.8990408501045352, 0.9417141950656837, 0.6507015352151188, 0.9540945300207809, 0.9181862178437402, 0.526016239390883, 0.1418074187712468, 0.5723533795609018, 0.3831511454167491, 0.6219743753888908, 0.16490562397063213, 0.7960558103597645, 0.8735066182677699, 0.5165553880908537, 0.9615508358085889, 0.2916943201409463, 0.0799989174695318, 0.23474051169611077, 0.9642083979961121, 0.9220215489273641, 0.1632000740474001, 0.20741444494755923, 0.15762214287244714, 0.14455116833507997, 0.054001762566655565, 0.3358391137055492, 0.2682741725366007, 0.6079496842785985, 0.2075492691261046, 0.053538081970146534, 0.7521871199958553, 0.9214101233749392, 0.6001739370205322, 0.008768946861603344, 0.9310940755016461, 0.5229893891521826, 0.7233664223243943, 0.5319887057316637, 0.23873532394213326, 0.9974415654860402, 0.46191757861473126, 0.20690134254734283, 0.29698221387339696, 0.6944015942832464, 0.30007365651362894, 0.6897012459729034, 0.7519567783267651, 0.11757188099355564, 0.19027357650438315, 0.10893613510403521, 0.6748602020961075, 0.48214567944209785, 0.07555423807069295, 0.06746388172413531, 0.4683654751782932, 0.3598660968258752, 0.877009849594405, 0.8424388961776366, 0.067468865945425, 0.8526222906276417, 0.7561926347206943, 0.15762214287244714, 0.6906975795577514, 0.7645172100177918, 0.6425758269244674, 0.6052911134538811, 0.9686521749484905, 0.19767108675089762, 0.9786017619178385, 0.4804920191512492, 0.6940104390803605, 0.020921405974567375, 0.6792185940728624, 0.8864840729434843, 0.9134090573900404, 0.5019329660931042, 0.460283921290914, 0.3558346494585912, 0.010565811375125689, 0.24461668835410877, 0.8332723936301866, 0.11490020145876767, 0.09289966925432769, 0.25438475220411894, 0.38059177737234395, 0.9438091096589348, 0.6671672480932405, 0.728055220296872]",33917.4042827077,"[(0, 7), (1, 8), (1, 6), (1, 9), (2, 11), (2, 7), (2, 12), (3, 13), (4, 11), (4, 6), (5, 9), (7, 14), (8, 10), (12, 13)]",17.700881004333496
6,"[0.36371553803257217, 0.2764258733801951, 0.13441744119091836, 0.9714328156212313, 0.17118127148605755, 0.5106000015910522, 0.9408663501623024, 0.821604036156161, 0.6301896238134611, 0.3446013481214728, 0.523687464213034, 0.9132435414492494, 0.38381178092968216, 0.18293645041609186, 0.08717703696111923, 0.4681119105391012, 0.8045443804507041, 0.5679913971692268, 0.6988189802894514, 0.4828137787578718, 0.7222020297444431, 0.44712640459523134, 0.6667173618783866, 0.6808466142780163, 0.23815019043710461, 0.05889212221764972, 0.03908273457492595, 0.7967759499469256, 0.9829502383866194, 0.11401067533032361, 0.009224259065909401, 0.819207157803796, 0.10586708993931537, 0.27189860406277655, 0.22994366121622123, 0.8699086923531139, 0.5437165469069067, 0.8863035841546255, 0.5654254069657046, 0.9408663501623024, 0.4542053422117418, 0.7125015311408888, 0.49686675232366195, 0.4809857514666158, 0.5933818749119729, 0.2886777604916072, 0.037509459217813235, 0.9405125230542177, 0.6160409444771815, 0.6633956728714583, 0.4458448311862131, 0.06254851605735934, 0.232845435223912, 0.41232381032988163, 0.831105387756247, 0.6439458378129002, 0.8431744798855292, 0.10171790318572893, 0.6632991749850111, 0.3588581402325155, 0.5207160921875086, 0.13139725868145147, 0.8243608127144579, 0.9661817690586684, 0.22008976879735054, 0.31736494260463144, 0.8435289778755767, 0.7058544060592773, 0.8534929411141418, 0.9990711536640908, 0.4182513768612368, 0.7330553021154746, 0.7521606783822801, 0.5829834138125968, 0.037221640106334664, 0.9817375363526336, 0.23969400503762195, 0.6399630065722858, 0.8616225193300404, 0.7438061331451908, 0.5960063517800156, 0.2614744167813743, 0.575423764283679, 0.3428772790284699, 0.8636495217147203, 0.6515666041765787, 0.8362050566924757, 0.33662096250011064, 0.1309246327254786, 0.42514410024875393, 0.02383384920729792, 0.03799882461363169, 0.3811638985290283, 0.5834401587469205, 0.48554562393552336, 0.14013941745817238, 0.6454266544486933, 0.10586708993931537, 0.09944898504471633, 0.42231650199116233, 0.7199257390160214, 0.2810295498623212, 0.008472274512613454, 0.7952999788957608, 0.4281116993079892]",36142.724805709506,"[(0, 4), (0, 7), (1, 8), (2, 4), (2, 11), (3, 4), (3, 12), (5, 9), (5, 14), (6, 7), (6, 13), (6, 10), (7, 9), (8, 9)]",22.902929544448853
7,"[0.6060944084837825, 0.4945547244225863, 0.3055596601739964, 0.5808948874976234, 0.8640097381331211, 0.5291949972596951, 0.2714184050345365, 0.07093449248869055, 0.9163978398761884, 0.004504100006122447, 0.41291444624692175, 0.43539265203570554, 0.7380238277899823, 0.862590607747069, 0.7174231947762924, 0.34400182228008314, 0.43208289031309255, 0.36290231629360614, 0.4395861239435801, 0.6551267719137904, 0.9862316912494634, 0.39569700430746846, 0.3763805925994588, 0.7343207483307561, 0.07628885755302461, 0.9486306490947444, 0.5459198921069885, 0.5690317584918946, 0.6025281552622284, 0.626825527628006, 0.8554500913986574, 0.4626285079359099, 0.1620335531332745, 0.03817470446283122, 0.9969970651139444, 0.027543766968061156, 0.9443917226604183, 0.9637329661300239, 0.46772363029013597, 0.3359362079770175, 0.4352965378790452, 0.7578257942771379, 0.8689745138594486, 0.5615925580468514, 0.3881081482753308, 0.8612884135168271, 0.5448097887769784, 0.04540954539971742, 0.9532478405992925, 0.5960406492675661, 0.35829171973322615, 0.8716347626529977, 0.9793302805388084, 0.8604373791218274, 0.8085285270948968, 0.4651099655517028, 0.0589758795913784, 0.24036048774595142, 0.30071359329701386, 0.49600116220856116, 0.3789521403451679, 0.02428036255476751, 0.5278236667851974, 0.671557154974956, 0.5884924733351528, 0.4409169166838812, 0.8640074794859622, 0.21900740769102855, 0.6342703201592104, 0.13121964462912117, 0.6907270445269067, 0.017910126678204685, 0.8813117259175529, 0.846230723799346, 0.027532877972924696, 0.672753862357722, 0.8191133548499488, 0.4808599646152215, 0.992366380006623, 0.5425921353974713, 0.8383336389244758, 0.504598081208787, 0.23229132708406086, 0.1409182286969991, 0.5291949972596951, 0.8973185614019831, 0.042958311661841275, 0.7636985033372929, 0.39066326591782885, 0.46383948275634845, 0.5249505002840479, 0.17361056446112866, 0.5559242985915369, 0.3984459209576341, 0.1815968154053672, 0.7137200853824281, 0.04219233168399217, 0.6341389230596743, 0.3854010004436107, 0.9679389615027058, 0.3636981860290506, 0.6982778803016166, 0.9926892720021148, 0.21507990228030327, 0.5840974867659556]",32707.24698407884,"[(0, 9), (0, 5), (0, 14), (1, 8), (2, 10), (2, 13), (3, 13), (4, 7), (4, 6), (6, 10), (7, 9), (8, 10), (11, 12), (12, 13)]",16.181750774383545
8,"[0.2704027017554601, 0.3641980280904228, 0.7674286915600321, 0.20355307654717236, 0.14158101225975994, 0.4935420852727861, 0.5467263584128575, 0.7530947959949176, 0.32236998554142593, 0.01667838525390708, 0.004730614300309521, 0.2724461395569906, 0.5613669598929707, 0.9808035811872224, 0.6682725079624122, 0.7595240896978034, 0.08279943250766253, 0.2819793640440955, 0.6368944598712053, 0.8188169238121242, 0.7762819784642919, 0.024672599890807834, 0.28825469023615335, 0.4719567498941365, 0.3118653842187106, 0.8151140300001481, 0.8507831537828364, 0.3600467072692688, 0.7814900001699809, 0.8624603279581805, 0.21793719728511052, 0.06955884446238936, 0.7496900980810012, 0.6203979754361528, 0.9895309974966211, 0.8420634126821246, 0.4974268481010692, 0.38338370783288556, 0.24348788813181577, 0.4780578087265822, 0.08776454778343434, 0.10489172530098512, 0.3373056158065032, 0.16495083411234457, 0.6466822503380758, 0.32522677790225196, 0.4400579500878601, 0.47384697419941657, 0.9102678850442066, 0.08707177559816448, 0.3519662806274788, 0.31469256050804273, 0.93500855796866, 0.896023618044026, 0.34490641750319184, 0.4316747494578589, 0.7883919394181325, 0.028881095896334474, 0.6334202214742748, 0.27458585184075635, 0.19025743362505732, 0.6101764830472781, 0.5206450237571605, 0.7501373366801911, 0.40182941049622567, 0.5170370618158058, 0.08808405348790893, 0.8529397920567365, 0.9771329814916921, 0.164085338876106, 0.36877070326710726, 0.9541446320268684, 0.913227001893162, 0.5428978581424594, 0.7717628505480086, 0.13051309548793544, 0.8099111458344184, 0.08451587350724243, 0.363530509815859, 0.8867649143848964, 0.6125255711928933, 0.2770914430916851, 0.9690849200360647, 0.715438766088958, 0.20996277448965706, 0.7571049183155013, 0.5482383982142071, 0.5180761536346027, 0.1611510561835019, 0.9689304172229652, 0.46163254966807443, 0.8003263815395564, 0.49323591583497695, 0.5534932542717308, 0.014771205122521058, 0.8594797290982441, 0.5326702283541891, 0.5467862679859729, 0.4226233382661081, 0.5161327028637788, 0.8164357588074904, 0.5987008936970619, 0.8954660060332333, 0.7067900764014843, 0.8574866378370897]",39910.55303641488,"[(0, 14), (1, 8), (2, 10), (2, 11), (3, 13), (4, 7), (4, 8), (5, 14), (6, 9), (6, 10), (7, 13), (7, 10), (8, 14), (12, 13)]",17.73884153366089
9,"[0.892362983741993, 0.45842996064308683, 0.37028602976869107, 0.6081909356067569, 0.170990128047816, 0.5781848054136952, 0.39185936694355805, 0.5801384188885471, 0.06764133683393614, 0.47932342803462147, 0.9790094923151226, 0.42206645852103764, 0.25852262409976146, 0.33305229512921253, 0.046384412695162136, 0.006862015217673045, 0.7700722997763296, 0.7448808630957302, 0.40779316034088675, 0.22530135283003283, 0.9904461224848022, 0.1738790427977418, 0.004750030619586343, 0.4589806183470738, 0.10980621932587209, 0.2921667052926866, 0.98171805989963, 0.4300520306799144, 0.2869544018233835, 0.5056852597264698, 0.08997728216789636, 0.8218725797507407, 0.9344733956484628, 0.7152349260015572, 0.23345575835266708, 0.9378230956744011, 0.6375899199549295, 0.19508125544175015, 0.9082848725308863, 0.56460094344567, 0.7516633712567776, 0.14880040990796128, 0.31795380216685387, 0.018971760493903367, 0.6997512799947533, 0.7869206423636571, 0.48568448038913636, 0.8314159069552942, 0.9539205924617892, 0.07771155754452119, 0.7126470030102638, 0.8703651406567326, 0.5237926760857711, 0.21624599580730197, 0.940317665720129, 0.18958234591702527, 0.0655753836152766, 0.2652176400538381, 0.005866504641502401, 0.12601285565756426, 0.6786583919176168, 0.00393619700842085, 0.2337559985547898, 0.8221025075669309, 0.35472179225557554, 0.9148806756404703, 0.004403020097115018, 0.7814490979922329, 0.06524703284380806, 0.6839656962147569, 0.13367155998380997, 0.17665258609828716, 0.8795423415103414, 0.48057684013772484, 0.2855597619910579, 0.6553471482879086, 0.3451172926369034, 0.29228840422961144, 0.41190831485085355, 0.38672527606603124, 0.2692103221014337, 0.07331311118366202, 0.22801465647507535, 0.5309349479139103, 0.9197254044545209, 0.48652815386809156, 0.2177688472239936, 0.575307268904916, 0.25380153304111774, 0.25802409652236746, 0.036795753864850234, 0.13211981626247316, 0.5581898365935681, 0.12205684147860707, 0.12824330385034866, 0.3423031817982144, 0.8055966011631431, 0.00974737920388169, 0.8155105439247485, 0.7820458554863996, 0.9804652413633588, 0.3811371655243633, 0.6116009904209945, 0.369681633124223, 0.18521552226942772]",36945.12332299136,"[(0, 11), (1, 8), (1, 14), (2, 11), (2, 8), (2, 7), (3, 13), (3, 12), (4, 9), (4, 6), (5, 9), (6, 10), (8, 9), (11, 13)]",16.317673206329346
10,"[0.02743672960837651, 0.652171229844888, 0.042154102588498166, 0.1378174073819458, 0.8484260456956301, 0.21782183760435536, 0.7344667209885547, 0.1124511225147663, 0.8408880166056574, 0.8836641732900133, 0.16299250275388, 0.5865019544716692, 0.9337763590000496, 0.15073019804098886, 0.42039991274905064, 0.7934352575823035, 0.4657047064407095, 0.22659645728332367, 0.9550528701507512, 0.31041572253173566, 0.9344301474805115, 0.11756166999052597, 0.15989029233600183, 0.4253158440206166, 0.8511684970736946, 0.24852866688589048, 0.1919486614792083, 0.9377397416431466, 0.623153664430598, 0.39627372889351264, 0.05069392087603897, 0.41319525056461237, 0.366053954268583, 0.17961214627981603, 0.05811273605299183, 0.9456308996867719, 0.6970280827755853, 0.8223687560625416, 0.5221611552024891, 0.8062038645373276, 0.511217177027569, 0.3606974967374331, 0.9237541337448126, 0.8793307255158738, 0.7202506732894712, 0.2890733951015808, 0.6522447491095185, 0.6543043224226276, 0.9378934457735438, 0.7504176208249499, 0.5990926860462513, 0.6374583330620359, 0.7648054109368521, 0.28860713042567854, 0.6135394836315002, 0.47852610300301257, 0.7701043836924595, 0.7525412198367567, 0.6403333736010299, 0.3019500910017108, 0.09160371766188025, 0.008266362379681369, 0.1627466010870019, 0.15211059311142483, 0.8096419269078828, 0.40529555339794354, 0.6150722186437755, 0.5497342448998631, 0.8500780510584853, 0.9450779106297392, 0.12164334534289667, 0.42039991274905064, 0.9048498959642763, 0.6252554966781368, 0.6130549531069968, 0.17454233315440015, 0.478307556078691, 0.5495037106289531, 0.3645151055982534, 0.3872069253960322, 0.2106739902857554, 0.4472133336461198, 0.4909714595651897, 0.032463553077117346, 0.15389744430541052, 0.2958589549314947, 0.726570933741256, 0.867707136641868, 0.24956636208034733, 0.2961928474138219, 0.32266951241419073, 0.5599497527958577, 0.11770519691956505, 0.1577534509124674, 0.7456346675268419, 0.1706394121753888, 0.7234832274414743, 0.8424052802812843, 0.32344768540931723, 0.2936637895034466, 0.5167413279529139, 0.44173935564064526, 0.9541870334183763, 0.3802198478949521, 0.7512551205122416]",31015.901286630564,"[(0, 13), (0, 5), (0, 9), (1, 6), (1, 8), (2, 11), (2, 3), (3, 13), (3, 7), (4, 11), (5, 14), (6, 7), (6, 10), (12, 13)]",19.52483820915222
