STT,Best Cost,Best Solution,Best Tree,Time
1,"[0.7081411972911701, 0.7167797427695939, 0.7247337538994588, 0.8019613777246154, 0.9874041885974356, 0.9720055196914614, 0.14635738115849883, 0.3305224629325898, 0.18121757733356358, 0.22510340462739464, 0.4457331456650495, 0.415719162916216, 0.9686911648477731, 0.030517442172726117, 0.3807911113128427, 0.3380751031650404, 0.14252587677229733, 0.905807201921158, 0.8189770431413157, 0.4925747457421382, 0.9671207720642264, 0.14404302069894948, 0.5426415163108982, 0.35772602336137393, 0.06937949149569922, 0.06890626744868988, 0.6535184040251384, 0.5234997303178911, 0.6394650876555054, 0.08466577906483563, 0.8710232237115796, 0.8727370611755684, 0.41956901351959275, 0.8063409208612398, 0.8172075673933444, 0.9396420446130854, 0.8773130699866845, 0.160081830320702, 0.1706567895913591, 0.7950165085055965, 0.1930495777352086, 0.7296441709753113, 0.1117436361832298, 0.967206492354028, 0.7951650479016618, 0.6247623600737522, 0.740880023011541, 0.05947948999018271, 0.2720938679334163, 0.7047742008582925, 0.06666226825221777, 0.8142876372605201, 0.09511534742476235, 0.06801733350269579, 0.9069254836853997, 0.3224808366518621, 0.7315435843157059, 0.5881856210144004, 0.1298626870113403, 0.9713490582075446, 0.9380821616202788, 0.002127602952179508, 0.92911789106404, 0.26366793493400265, 0.3762706678424459, 0.32706881952380673, 0.6875600016145338, 0.23530406468229748, 0.5217065665278157, 0.009105235120701383, 0.9074928972093012, 0.08130029848552056, 0.636429054913385, 0.9519309061399345, 0.1875916686646465, 0.5297107225424652, 0.8568084928128262, 0.9087472491197494, 0.36955484284754936, 0.5865251910474182, 0.23690420660905964, 0.19180147367215727, 0.6454065727100786, 0.8369986481686565, 0.9205098571006141, 0.883895400508651, 0.522287402692051, 0.291301197082928, 0.4569842982930046, 0.725191205628459, 0.11034385196732832, 0.7581384843776542, 0.2211042808545982, 0.024905359178375552, 0.6483794859934541, 0.23313506966409525, 0.667234348725849, 0.4890958179591932, 0.599401106439605, 0.7762339095320198, 0.8852126148151861, 0.41325438750523336, 0.48524908975382797, 0.49150999701275255, 0.03717068454581951]",41938.25565301084,"[(0, 5), (0, 6), (0, 13), (1, 8), (2, 11), (2, 12), (2, 7), (3, 8), (4, 14), (4, 9), (5, 8), (6, 11), (6, 14), (10, 12)]",19.736706733703613
2,"[0.2420542113355192, 0.38274781332500196, 0.46854565633665735, 0.7433482639290039, 0.6028683673736649, 0.949488279607259, 0.9971899570119055, 0.8387908094465389, 0.5997679051582941, 0.16579421098838876, 0.510983179284855, 0.06691360175349603, 0.42328140868988906, 0.3156385451370688, 0.3544357663143054, 0.8068979963760624, 0.6355669526539908, 0.15833946806431376, 0.19225479286534675, 0.4167775111486388, 0.9071654244423201, 0.28309848635881385, 0.34676777115870405, 0.09815628102775975, 0.6072679127329637, 0.19173325095077542, 0.028462063345836786, 0.7379459452894119, 0.34603568255489303, 0.7681426442768909, 0.9648390056629598, 0.7880831553151759, 0.0865604504816554, 0.5561310306956647, 0.27334140910474103, 0.616578648122002, 0.7696398913369631, 0.8985262300217791, 0.9187345754475597, 0.24959252337591253, 0.5118959646361471, 0.6752346311024494, 0.13968617527580118, 0.2705793118231279, 0.5960333458581109, 0.41599425457474837, 0.6200056097783302, 0.6185900622339795, 0.6988033287970848, 0.4072359009744141, 0.7114520651064481, 0.47326240719258594, 0.365080303555986, 0.540218130722691, 0.9526163196553395, 0.9800267014501155, 0.0003670032698301906, 0.6820858309526011, 0.2405171589270283, 0.33863888759461724, 0.25153586901810054, 0.35705602429140315, 0.9155690621590471, 0.14081524703527726, 0.13851837008393963, 0.4682036499528015, 0.43954203414636284, 0.6935844255629146, 0.20763123381516868, 0.4299050195928411, 0.9537113571642122, 0.611344472465019, 0.45342612009697714, 0.39655364698290974, 0.0061074401175836845, 0.07622818903624062, 0.7005719259310164, 0.8485711436448432, 0.8851772156812717, 0.3510771926929015, 0.728085260405123, 0.03713417152577658, 0.7406117708051609, 0.08993746042590833, 0.3543091560335371, 0.26954898781399383, 0.8891159918634021, 0.6784234574692698, 0.8569419293862431, 0.5948384007026294, 0.5505816264042289, 0.8237904245494607, 0.5189151842214715, 0.7085586984664874, 0.897980951571281, 0.9989206424239785, 0.050025657674751645, 0.24959252337591253, 0.3037716294190085, 0.8515046585896725, 0.1925868046238901, 0.9772428035141165, 0.2773808742714716, 0.719164404503975, 0.8906308569688679]",29945.220873811457,"[(0, 7), (0, 6), (1, 8), (1, 3), (2, 6), (2, 14), (2, 13), (4, 10), (4, 9), (5, 8), (6, 8), (10, 11), (11, 14), (11, 12)]",17.128208875656128
3,"[0.6520646903836415, 0.5626926856172986, 0.7901940881687431, 0.6132460463182557, 0.3034491450768575, 0.4975521060881546, 0.7285591186530915, 0.7637225730256583, 0.20640652175353935, 0.34786326063039963, 0.35863455140025247, 0.9605244158015799, 0.7184850124884513, 0.6554814202143647, 0.1730115578698026, 0.9305939412300257, 0.21208274242791791, 0.424338910034499, 0.6120507940009895, 0.7861752035563098, 0.9642712799105404, 0.2893160816442034, 0.6262288871721134, 0.9191936953367811, 0.4656992318418056, 0.4559338402617997, 0.5743761729132814, 0.38249907015958184, 0.5778045018595933, 0.6180106906131032, 0.44866772415795464, 0.9778609976758776, 0.45569020471572597, 0.05712068235754719, 0.9885295215701108, 0.03270593772864894, 0.9103303353016422, 0.3524085697452133, 0.9292971146604779, 0.18155088959534393, 0.7370010309957822, 0.44465768279201046, 0.57801936774895, 0.312551699181434, 0.6276621298590633, 0.8034018734295623, 0.6002944617166379, 0.49088473726753756, 0.49857352739520944, 0.8734748536349128, 0.6205826375185067, 0.31346184974271407, 0.1051006184438944, 0.6667317571813993, 0.007924472243268976, 0.9474025979003302, 0.8719210416815815, 0.3941020571694761, 0.206302823703445, 0.14689208473043947, 0.4799215834725523, 0.11913815367665337, 0.8068119137230079, 0.2541648337318856, 0.288876600623993, 0.9349622802663029, 0.9029254458756265, 0.94639683947829, 0.5798117533051685, 0.38391675998960795, 0.6334159710058842, 0.4259917302701194, 0.49166227304619015, 0.2616875817696602, 0.981762626655106, 0.7321513127446199, 0.9084985422154369, 0.8845285332308035, 0.5491386872267426, 0.6371351976178304, 0.02812275592463742, 0.41520662739467584, 0.32841813061913727, 0.5723201090345289, 0.27226240247104605, 0.14415528985684056, 0.016019713925307877, 0.4438502076024642, 0.8933715843001598, 0.5668361585142447, 0.04972864902221941, 0.9714683286869016, 0.3384862198877554, 0.4077365638890076, 0.713299184784868, 0.5485474665704757, 0.6852445907143377, 0.8048322899837546, 0.5085906634967103, 0.9980967106890534, 0.06758518245753642, 0.3556605991466284, 0.3247520658710096, 0.44476416109403316, 0.7564773134203722]",33765.25499179841,"[(0, 12), (1, 8), (1, 3), (2, 10), (2, 7), (2, 14), (4, 10), (5, 13), (5, 11), (6, 12), (6, 14), (8, 13), (9, 11), (11, 12)]",16.800410509109497
4,"[0.9925210884706325, 0.7183899447001215, 0.9414327259886859, 0.6725638419809274, 0.8467071824895579, 0.9001948647536181, 0.36131550929151346, 0.5316807854408037, 0.04031421199445895, 0.11244933047119399, 0.9640961886933359, 0.2207319926194441, 0.8106004731391961, 0.5511644333098062, 0.6508293013315187, 0.9702922571604339, 0.594152927299897, 0.8934039023609016, 0.807571263319211, 0.3307087250462025, 0.8698352183051941, 0.8855524594320047, 0.7134374551926679, 0.23851682302569222, 0.07813599268535654, 0.68732159186642, 0.2642277253091836, 0.7364636288234917, 0.263529943718001, 0.9178771745609166, 0.2539105604339844, 0.16743693002222348, 0.8416996128678131, 0.6209578474074176, 0.011305193219699805, 0.5655793054535909, 0.915947850740564, 0.6436019013477398, 0.21875154267056263, 0.2472032820083475, 0.09458170965839863, 0.5570766992983914, 0.2960016095899636, 0.2018395784626057, 0.2713722183140751, 0.7033262633099924, 0.9387402524404371, 0.005150926929550326, 0.5621625585482206, 0.14513691047452482, 0.05181801171059863, 0.5421972146488981, 0.6471423585958229, 0.5113778000563298, 0.2803519343509375, 0.8354196315917203, 0.8845548348375435, 0.42558114156141014, 0.21227682348911048, 0.09639324508537506, 0.4141967116547125, 0.044589358473542506, 0.8918920283752648, 0.03372677199831253, 0.515457603061409, 0.07756888030050835, 0.5414524117344734, 0.9448275970498078, 0.42651654662122385, 0.6729887516732607, 0.5560093054929965, 0.06475802271376052, 0.9931347997174287, 0.1257141488750806, 0.05600778618476232, 0.046321565311409185, 0.8848765476891729, 0.5634430175937387, 0.3544311353126306, 0.032589157657691215, 0.9114706314335943, 0.158812190413555, 0.6037702305331717, 0.7155119431549908, 0.07796451436320895, 0.5915353471017967, 0.6627082783193009, 0.2243271733326455, 0.3776687526297732, 0.8736903913337114, 0.9178771745609166, 0.7323612240761217, 0.817102811006178, 0.016075291173607398, 0.5990929347279006, 0.1775711137129723, 0.2921419639279048, 0.10951081085024272, 0.36000125946090145, 0.7782267159083, 0.8865931749523507, 0.05023217071828079, 0.4715230340559401, 0.3731133687408038, 0.8424443737044071]",34503.09226547503,"[(0, 1), (0, 11), (0, 6), (1, 3), (1, 5), (2, 5), (2, 12), (4, 11), (5, 13), (6, 10), (6, 14), (7, 11), (8, 14), (9, 10)]",19.636760234832764
5,"[0.4679793067491784, 0.9394731879187777, 0.0695114158178417, 0.6190257907720463, 0.822535659333638, 0.8724220654825174, 0.539719447516823, 0.42853027402234445, 0.80856512714123, 0.14218793576492283, 0.62118632683625, 0.11278855943006505, 0.3637843190534301, 0.4332909931482566, 0.22549170572596777, 0.792523689936066, 0.1589598456855007, 0.7213833505264536, 0.11801151836114332, 0.8449489665411967, 0.93509313710072, 0.4098338816606434, 0.2730667885037038, 0.5046969303342879, 0.0010562092676702495, 0.6975328746072302, 0.0007938879473582405, 0.8045367761147616, 0.7577271620225833, 0.9933219231482633, 0.9947848726607, 0.1394738346170683, 0.9296759971065085, 0.40401703343079387, 0.3609793982697891, 0.922407696130737, 0.9665623960656359, 0.34118502398994166, 0.368626226494847, 0.9456154723302143, 0.3472393256122265, 0.0824071954533031, 0.45861466144100194, 0.9038642465682308, 0.8601151053774211, 0.1910635822508301, 0.16205298522945433, 0.492580354847032, 0.22944285965600086, 0.7406765519793927, 0.833637113945877, 0.5729724155076741, 0.47168565761882575, 0.9970638316397645, 0.05885109633285601, 0.4382045738419488, 0.8699392524477497, 0.931714465572112, 0.5797508686263467, 0.9597477581807786, 0.8714089852190973, 0.634901188187517, 0.9872620992880018, 0.518923380704166, 0.5169129155303599, 0.7439358802812448, 0.4462860485003257, 0.4412578582023652, 0.040752027150308345, 0.9635784776986716, 0.6101881676163078, 0.38462093852732593, 0.8228106352888376, 0.6935292777945551, 0.20717291260652249, 0.053044536820978316, 0.8559899641796885, 0.4031497588303893, 0.8982602086000456, 0.19317201270598594, 0.5845546941213914, 0.0053426617383568464, 0.7392153542044665, 0.5738429729418433, 0.22281886565760245, 0.4015358015699909, 0.23266377229956814, 0.0834412067884609, 0.809224808004672, 0.5837132625102764, 0.07635325161287598, 0.20202683210900818, 0.22253471168009908, 0.27210622724864963, 0.7840432927364547, 0.19469823889620885, 0.9739963351507731, 0.0831797139524495, 0.07081030034067093, 0.9989957989057471, 0.8463754698178682, 0.9721247193589329, 0.6381462611096435, 0.5350619044787597, 0.8778445593843706]",29223.726015889246,"[(0, 6), (1, 8), (2, 6), (2, 5), (2, 12), (3, 4), (4, 8), (5, 8), (6, 7), (7, 9), (10, 12), (11, 12), (11, 14), (13, 14)]",25.17460870742798
6,"[0.94531193863508, 0.9541485096089224, 0.6187592424452919, 0.20572368404664088, 0.19838381818940587, 0.4095007345872076, 0.3585100790649911, 0.18241249282218375, 0.8660411390108421, 0.953497461399297, 0.9573966040378523, 0.5693079894001855, 0.9249799352744678, 0.8505917457257175, 0.8397413663410266, 0.25594592521689175, 0.654494431930193, 0.5596161499196074, 0.6393621314220976, 0.19532819360238973, 0.47859276209298107, 0.6672806639289632, 0.3638290833674237, 0.7359520445556842, 0.7538034121813901, 0.18602098515827903, 0.37243483693965307, 0.2220502215012765, 0.8916374195515201, 0.1288367147198023, 0.22099780576768724, 0.3030781544501526, 0.4703335735234141, 0.7912530818492571, 0.3453990861722753, 0.012772799060830398, 0.7553519166561947, 0.07432970789105531, 0.24523836077993066, 0.7862827462781278, 0.694075783637704, 0.2537332456710575, 0.29652748335802437, 0.12644364600530855, 0.3041896869174532, 0.6095621550703562, 0.6072378812525705, 0.2496437177283073, 0.4315090972097956, 0.4572449211108015, 0.17274206651442492, 0.5454035215173445, 0.6227453865084142, 0.7392469013819556, 0.9224359516264158, 0.7878324342633273, 0.6094841854689103, 0.5248487485451344, 0.044741452806273396, 0.7850857307574879, 0.08527965473079147, 0.5094467828664706, 0.7235995761144115, 0.07757201790815937, 0.893500795845426, 0.6788779606454142, 0.9199493335292009, 0.8156480779176227, 0.9912183677826325, 0.6587406868975205, 0.35942588414677146, 0.6571241671161401, 0.6877731856315433, 0.8141999444637347, 0.35081774893861284, 0.03146680155946591, 0.535130422260606, 0.47576213501146036, 0.31193189639471774, 0.9378676787588389, 0.4477732168915787, 0.17062602684368022, 0.603987627362601, 0.8784085514028172, 0.19838381818940587, 0.6941611580632822, 0.8593183008717359, 0.5486073244128874, 0.5795668320081528, 0.8916971040755336, 0.6653729099964463, 0.8536453758022041, 0.0013140662370919598, 0.8122413895061088, 0.655222908401432, 0.2091624939944936, 0.3772865652392815, 0.1494039405259192, 0.7711061819346025, 0.9527050420395718, 0.03276875549728531, 0.7373747154526158, 0.014511377540842418, 0.9564671185891566, 0.02923212358413929]",32610.9398139894,"[(0, 11), (0, 2), (0, 10), (1, 2), (2, 4), (3, 4), (4, 9), (5, 14), (5, 13), (6, 11), (7, 10), (8, 14), (11, 12), (12, 14)]",19.092108488082886
7,"[0.8647355185477725, 0.5386104284314859, 0.001394710208508898, 0.15801163312312805, 0.026615616512684404, 0.11209609119164732, 0.387611613963049, 0.7216359503551549, 0.06280005293607283, 0.9424223052430704, 0.2057259946036759, 0.013455922999841774, 0.3719733853459676, 0.17287554061362298, 0.9274838471385932, 0.264600211937679, 0.6629036420526716, 0.8771962783471322, 0.5806172363754106, 0.02406829388358156, 0.9788695260396744, 0.11745502948990216, 0.641520036429247, 0.5342101198199645, 0.16511184841041004, 0.2534728630366967, 0.7155798942716264, 0.6931894089789541, 0.11745502948990216, 0.619316986670279, 0.057869184483372416, 0.37345975451901103, 0.9875937233282301, 0.48889018442811183, 0.12667374486934946, 0.9638853497688677, 0.9341801181241751, 0.47506402480706333, 0.398145333287779, 0.6347313208158651, 0.8382359858003661, 0.3175651074953244, 0.5021550703633051, 0.1849951921303573, 0.5554166578678265, 0.45927023805013345, 0.02983170696164028, 0.5236756015864149, 0.045809428199156454, 0.20819711705651667, 0.3937664081358103, 0.8899602201931186, 0.10732304690614003, 0.34379187864148686, 0.5316314755926773, 0.7136384097349017, 0.045626438773316735, 0.013396734793405307, 0.1286719168049475, 0.7874050227285914, 0.987904843938274, 0.366703451492282, 0.8853383948311719, 0.0071251054088037336, 0.1217167593651044, 0.4535414279138438, 0.9365825036566057, 0.9489074403313402, 0.7860176710617599, 0.5482684184696065, 0.9092231503823653, 0.8009571365837873, 0.93560941968073, 0.004659885928207652, 0.5868597735975052, 0.5582301067385412, 0.4441841629911836, 0.5491825885868524, 0.29483620581192005, 0.9012091413268515, 0.882553057514815, 0.43645627939448617, 0.1264506860833131, 0.06236460839946134, 0.846740613308438, 0.0318539372351343, 0.25785883225846273, 0.22176303422092813, 0.6113918417323766, 0.8702455288353466, 0.8240299189088113, 0.9422279973130411, 0.35843154924312526, 0.3952937163989203, 0.7395115854122197, 0.6385335467128384, 0.5020564865207329, 0.5714515931943802, 0.30395800884656743, 0.5911379666356689, 0.24612171479435418, 0.23801695833576642, 0.799547645605719, 0.2895293776900745, 0.8555505871355202]",37298.57550288666,"[(0, 10), (1, 8), (2, 8), (2, 11), (2, 12), (3, 4), (4, 6), (5, 6), (5, 13), (5, 12), (6, 10), (7, 10), (8, 14), (9, 11)]",21.7735538482666
8,"[0.2705252880513732, 0.09844308885253317, 0.5523528068731401, 0.2558028484573732, 0.10226986708837349, 0.910404207311233, 0.616702644088248, 0.47002340140170706, 0.7793335834436987, 0.19254099054900375, 0.5061699049872225, 0.8943712367239384, 0.0861228707588303, 0.7028885990077418, 0.6324379892744829, 0.4026470285753524, 0.0036986607159382734, 0.6843389037445953, 0.07139489114027087, 0.8500496998090644, 0.9208325897872998, 0.34713149875245186, 0.8130746795679222, 0.7046513378120294, 0.531682148801901, 0.12553053822660043, 0.3030534855286374, 0.7321164444838217, 0.8166093121689479, 0.7446629957957429, 0.9942325393528747, 0.6088979363681097, 0.6219940671345816, 0.6169082225640082, 0.8863504980278095, 0.9901647913356959, 0.7796845158488169, 0.08184757932849374, 0.2703890453560769, 0.6651182909848824, 0.4903949356180741, 0.7022098057605866, 0.6037724352496117, 0.5507336987801947, 0.6074932620956103, 0.1435058576526803, 0.4423455459514921, 0.6582528628680561, 0.014794679794782106, 0.5509110284085081, 0.614123035631544, 0.706212768250617, 0.11267921661154112, 0.7262706097483469, 0.9466217177737939, 0.911740029356522, 0.7026580606072147, 0.1356538594305121, 0.1903331119482462, 0.3442417357065287, 0.7102525386984048, 0.5718964189892436, 0.2663136348463545, 0.8712660364544837, 0.022825579184174938, 0.7197068500415754, 0.9001868697570724, 0.9505634014467815, 0.6349320201844902, 0.9194639340698091, 0.4275971410390669, 0.18787816387856826, 0.3777062838839569, 0.18093475554794125, 0.9287656163911898, 0.6147579126916651, 0.9515589694191835, 0.8000039893503746, 0.3409890237512837, 0.8161056198668861, 0.992084316927587, 0.915680932193978, 0.26766721930173176, 0.17549725078436884, 0.403345528728732, 0.9431714295456599, 0.185140830939577, 0.5717452383906462, 0.42550547806991823, 0.21056979608312987, 0.4078200572505699, 0.013882331614092469, 0.8340659245213325, 0.5192777675749712, 0.6324137232675967, 0.8005885167330958, 0.2325637127907889, 0.07565683627010455, 0.25096025347925877, 0.9754745350703982, 0.7815634446696941, 0.8728060026845555, 0.18043002843343547, 0.388548099565322, 0.1339576463416864]",30481.10117601785,"[(0, 6), (1, 8), (2, 6), (2, 11), (2, 10), (3, 4), (4, 9), (4, 10), (5, 13), (5, 12), (6, 14), (7, 11), (8, 10), (11, 12)]",21.017966508865356
9,"[0.4212584680482314, 0.9867171744974134, 0.1873554553092831, 0.27079450935780736, 0.03299284431732841, 0.9509827483103706, 0.7198488330634443, 0.022481114344667374, 0.0030791846740135798, 0.9506182958629336, 0.3893520534278284, 0.10229173828475324, 0.5190950542639546, 0.17105347280626693, 0.8664537582422288, 0.6900319280775986, 0.7956512935466182, 0.9480383697884458, 0.2284895619627142, 0.1253475412009072, 0.859239522703736, 0.6677361199110224, 0.0936388102134752, 0.43171977093891145, 0.3137734802683949, 0.21654616581979313, 0.6201866917046028, 0.15481473529698064, 0.2175098711363731, 0.6339244809054311, 0.8601865015345084, 0.6592983583922717, 0.02503721003234538, 0.5461546990948775, 0.9714804435573665, 0.015549938176828815, 0.33286540664191344, 0.38428731121894444, 0.3781317058333087, 0.9230491018341349, 0.6388891831614493, 0.8248658332343768, 0.7928195141366532, 0.13051117758277497, 0.4145641678082941, 0.060515279125347154, 0.07152569367182382, 0.6790508275713307, 0.7815265632346026, 0.013094867950819378, 0.5255956778321966, 0.5381263577090659, 0.9856515987941484, 0.4358829451322155, 0.06589134322096124, 0.199009713389099, 0.8323366922475653, 0.3687782263084499, 0.4084405224308535, 0.45821443478221624, 0.8839415922786301, 0.5537244634793691, 0.6875176952112204, 0.7667534023838128, 0.5666505965636253, 0.3512091895453354, 0.2303453559977081, 0.8831174320333638, 0.12477442647902437, 0.5342471649872806, 0.031229854637215282, 0.4675140023701577, 0.8088181511011115, 0.9880983074814836, 0.5344336280305558, 0.9796046639423053, 0.04692724731081588, 0.019554297609873927, 0.45649208758478144, 0.24156679665480962, 0.9055071731688652, 0.20655718268165513, 0.13437464660813114, 0.08566194964680174, 0.08098315574913251, 0.6645748619481857, 0.04989959146074252, 0.8316466200408211, 0.6640893175445632, 0.09977008123838449, 0.9024699210776453, 0.4646715699781152, 0.11513164614650007, 0.1684774087239055, 0.46588202372605403, 0.5751321613840469, 0.9362024794164796, 0.2237915771235527, 0.48146161231273055, 0.46828113200958765, 0.670274012908946, 0.08111998518914665, 0.39896883044797504, 0.8561089556816228, 0.8100295831983425]",31755.2674537822,"[(0, 2), (0, 6), (1, 5), (1, 8), (2, 10), (3, 4), (4, 7), (5, 13), (6, 11), (6, 13), (7, 11), (9, 10), (10, 12), (12, 14)]",15.319263935089111
10,"[0.021476360997421007, 0.9649740722945341, 0.5542916798232295, 0.661554676649368, 0.7692237181447225, 0.2492901114851116, 0.7261852012837184, 0.044536253378643864, 0.6608043050318207, 0.2748226457751155, 0.9211273565849719, 0.9933571987547265, 0.7219216166737453, 0.2131866806255085, 0.7903458244993871, 0.19960988318374717, 0.7190497612447831, 0.1532455881113055, 0.5314435002468189, 0.44187914677788664, 0.17704422201855996, 0.8099013219147969, 0.7744689817233812, 0.6978993950523089, 0.2701136017398733, 0.6851972656103996, 0.8778628312094986, 0.3219861220677369, 0.1325744940146042, 0.3555007827369072, 0.6100921894229339, 0.5670293426651395, 0.7407388047364231, 0.4601847747148382, 0.9174009869750985, 0.25531784694948134, 0.8651884064779477, 0.4269230272346525, 0.44733130650969255, 0.8335620701383685, 0.77301565133581, 0.8253306281578361, 0.8333937425495224, 0.08646534681283591, 0.447049462780055, 0.8911268152622696, 0.28930302469484803, 0.3975743451150866, 0.13242394663790935, 0.33380134201172074, 0.5298533180270325, 0.4358191908476162, 0.39622924210826216, 0.7749829652934332, 0.8614406136899907, 0.2611972934272506, 0.9467465145688243, 0.007148672349446272, 0.37989196587617324, 0.6337238737513257, 0.28308435601211823, 0.15470163015753502, 0.09348182276173778, 0.2309107032946729, 0.4512939572268039, 0.16843423580852124, 0.40375918542183153, 0.8186213795248207, 0.8603639126240573, 0.6171228723808646, 0.5700737088437238, 0.40681475958524693, 0.537486416944399, 0.6957122052618977, 0.8302906168309794, 0.5449544628580899, 0.865307743749449, 0.2931959039159602, 0.5613403226549822, 0.8289812784650844, 0.9479481327317358, 0.01615812097498548, 0.308514841472727, 0.3905508666520342, 0.21527699514662446, 0.863003080989978, 0.7781663614781147, 0.32200451152390275, 0.6932256562173859, 0.2417066097941606, 0.47312738769839735, 0.3817599800589797, 0.23527757591910792, 0.6530924014326812, 0.8130983751207256, 0.04203179200329932, 0.7714911356228278, 0.4797398490758754, 0.4392532136183017, 0.21160584720174547, 0.6569820905612804, 0.7595035402431177, 0.15927103803568776, 0.5685018190331332, 0.10421647546412072]",29577.39002439179,"[(0, 12), (0, 2), (0, 11), (1, 14), (2, 10), (3, 10), (4, 11), (4, 9), (5, 14), (5, 13), (6, 14), (6, 12), (7, 11), (8, 10)]",17.563960552215576
