STT,Best Cost,Best Solution,Best Tree,Time
1,"[0.8680930401166322, 0.8448372769723577, 0.9540505672059182, 0.9694422797661727, 0.003743799671321435, 0.8050077480539193, 0.9438203245800246, 0.9839096950633343, 0.07373604935061429, 0.3672906680666821, 0.8170232249816504, 0.18748699701060423, 0.22251401236276536, 0.5471096546574473, 0.02213940171164308, 0.40928999365131913, 0.8557132529164139, 0.7314731990936644, 0.9525650198922033, 0.3926807505312855, 0.2682292090804216, 0.1062076498432829, 0.3432857620142129, 0.5185768229162625, 0.6728394062576799, 0.6073692744741114, 0.0843917839899675, 0.6860404861640088, 0.8595477142760125, 0.9899240852752633, 0.14625342158564714, 0.13766266525860327, 0.7992800840354974, 0.8633557468747429, 0.426853673069744, 0.8474542898202787, 0.49535813280874896, 0.17406741200379405, 0.855030628601473, 0.5933451887903874, 0.35590958648610616, 0.5716000397536833, 0.20085661197396354, 0.7085617348290781, 0.9794600772350798, 0.7017628204351708, 0.03298887630454639, 0.8357215324904153, 0.004537799438387502, 0.8164198833549843, 0.0220911857078816, 0.8372251704219624, 0.9868622456764328, 0.21965373742002325, 0.11700383156194327, 0.03832697452339273, 0.49535813280874896, 0.2309140488322835, 0.2627836727435713, 0.6999785295663085, 0.5765261412457542, 0.9114708614924435, 0.24960139666179948, 0.9307214822596686, 0.32539724872283715, 0.3261589438642202, 0.12270398591134246, 0.07214398198706307, 0.9393785564625448, 0.3798368594267435, 0.25336722984021287, 0.47054941992147836, 0.146562057662329, 0.3598163146004143, 0.23833748912190644, 0.8694482970929964, 0.23764304710788564, 0.4696588144597097, 0.3776924539370329, 0.6993992407147168, 0.01926119870018983, 0.42772954861687185, 0.8723981420315908, 0.935321947079477, 0.5916049977989845, 0.43927210352353685, 0.8895406535525138, 0.6563561773616479, 0.10945642380575804, 0.7188288364403717, 0.7761263249461406, 0.18477222575355134, 0.6027931545420867, 0.06246851288141975, 0.732444462271171, 0.7135156430866589, 0.8557132529164139, 0.5217232597350313, 0.6745947230100825, 0.3467836010559535, 0.29469405470182286, 0.3119269508921323, 0.718960589087832, 0.7628945737268972, 0.8680930401166322]",29391.17720366449,"[(0, 8), (0, 4), (0, 3), (1, 6), (2, 5), (3, 9), (3, 12), (4, 7), (5, 14), (6, 13), (7, 14), (7, 13), (8, 11), (10, 12)]",19.805678367614746
2,"[0.6064646772541145, 0.7344610018877249, 0.9818186016259499, 0.9746587541942747, 0.3987813025978141, 0.2097513588346981, 0.964530727500873, 0.17625294338171194, 0.9796667734400165, 0.2001672442656406, 0.7645862126690256, 0.4731452969347676, 0.5947140888172018, 0.8542076502572057, 0.5156871206435678, 0.2817043848320322, 0.5300134109154924, 0.6532841392186068, 0.43973431681833897, 0.910582188983987, 0.44565738406191624, 0.06125945747729977, 0.7829666016265673, 0.6518098889497791, 0.8035703381118866, 0.36524949280467156, 0.6945839885757237, 0.1795715579309608, 0.7599440794178607, 0.6654809635884034, 0.9379299576408392, 0.2627634679654094, 0.5716808480096153, 0.6368925766562296, 0.6264940366916054, 0.3100253179849177, 0.5484731949751759, 0.6747470541402475, 0.7439938165746209, 0.42569781202342993, 0.46719613227710655, 0.8113994049540734, 0.6133322622313725, 0.2402431247186123, 0.6159994156894538, 0.859548969709182, 0.4219481083062582, 0.9677348818385586, 0.6339281432940885, 0.16906713631027592, 0.8783053161272609, 0.6701605104628073, 0.9788432352240911, 0.7640693231927063, 0.4686592733171947, 0.6851754471240024, 0.5271401468139482, 0.534602810040154, 0.9702826738595208, 0.5760296754141184, 0.5520994393750255, 0.16974359307009912, 0.1577057980390284, 0.35443953100589676, 0.2090992504722471, 0.31136994946730967, 0.6709179404247763, 0.8820587570475362, 0.8009345617847424, 0.12224330950395046, 0.4001098191676047, 0.4390159850575277, 0.09570482797156521, 0.5371351096293818, 0.7261880495405353, 0.8286363661515671, 0.6175519587695424, 0.7625220401162035, 0.543699508697621, 0.6305208428928115, 0.9589835514714169, 0.6831140920937787, 0.912063751880768, 0.8324514431404043, 0.8863151824600894, 0.18819107981360728, 0.4045921395268878, 0.3475262138320777, 0.5026376816568882, 0.9182045375503944, 0.6734640677756574, 0.9584354518311738, 0.09769408110359756, 0.8424318251443375, 0.40252275142651484, 0.06360000773772356, 0.37935647526561167, 0.7856653405157871, 0.2143253749749926, 0.7219655560888795, 0.5040128492968543, 0.995064508162116, 0.5704528204670313, 0.7173810776154567, 0.2252278907161147]",23150.969643792578,"[(0, 3), (0, 9), (0, 4), (1, 7), (2, 6), (3, 12), (3, 10), (4, 7), (4, 13), (5, 13), (6, 13), (7, 11), (8, 14), (11, 14)]",18.317551374435425
3,"[0.5556164578378635, 0.37018897755418, 0.2101035127544152, 0.8817881331494523, 0.74734627906219, 0.04972036857380291, 0.7296452493032163, 0.5111298258688148, 0.9274940888869943, 0.8360089451643822, 0.36567273062167216, 0.9175015789107351, 0.9822696364637855, 0.8384210411869258, 0.16786093674942715, 0.5364801589775924, 0.06465459719113964, 0.3925866352505859, 0.7000533853857721, 0.23404643430406324, 0.36389087224587746, 0.7279956777510297, 0.11398189661542468, 0.4435694623435361, 0.7420189503338029, 0.24736917895362287, 0.8701873406257945, 0.6158866890548315, 0.17458512887377076, 0.20274583399017676, 0.9690674996756647, 0.20851323473126404, 0.9443164878937468, 0.8054356456178738, 0.3175433120428981, 0.12918329453567723, 0.4797247871030802, 0.3329208069665851, 0.3814820670696424, 0.5138713420542536, 0.3874017317576528, 0.6384637933855654, 0.5740383061130417, 0.9800403381630244, 0.2722835662590317, 0.9467725904473069, 0.03722129555944731, 0.9887382107840146, 0.17860997589247107, 0.3048613375438377, 0.32128161270864075, 0.9980500575237825, 0.40978239596313804, 0.4582417883887371, 0.05080839558112826, 0.44197213998887486, 0.4308494848525465, 0.9746924505522914, 0.03409683615120496, 0.531574267385869, 0.40178024256495193, 0.5717949839287607, 0.42914098167060044, 0.30078176130736256, 0.3352537161583121, 0.5004208649181753, 0.5307806653057868, 0.6284292678847803, 0.6166564794627513, 0.061660105719261504, 0.9659033720662482, 0.5818752501146501, 0.4192321306239263, 0.5952226442603213, 0.023020652472755643, 0.7408561849433294, 0.8919805744395576, 0.5011866787498498, 0.39259597339339913, 0.560001389823728, 0.5025619150842863, 0.48175497624113117, 0.8867899795141287, 0.7415007356199012, 0.28268931930684427, 0.4579717968728222, 0.8179199517857758, 0.7021269475303719, 0.36900522779308553, 0.9667888253652237, 0.03198344767579264, 0.12073884066773133, 0.4663490825016471, 0.2466664448889595, 0.6998776140535894, 0.7789117336237831, 0.0926926226726853, 0.13689375599177966, 0.35478051570595837, 0.28678953218488124, 0.7854558268174519, 0.9816182671870705, 0.8059184242070102, 0.6601630676013438, 0.5665499806972525]",31007.531172330495,"[(0, 13), (0, 9), (0, 12), (1, 14), (2, 6), (3, 12), (3, 8), (3, 10), (4, 6), (4, 12), (5, 13), (7, 13), (8, 14), (11, 14)]",21.15091037750244
4,"[0.03842534542496456, 0.6158650471093907, 0.8056346983555994, 0.35087142468082266, 0.8357503719460084, 0.33351297494671406, 0.5824759165816745, 0.6354615487965805, 0.9730356004998272, 0.6720040880033654, 0.6132198745783857, 0.9506945921429406, 0.33952478013479337, 0.5366559455157405, 0.8149531958079416, 0.7294135684467975, 0.9276065839506598, 0.029948881526811966, 0.24806769454511723, 0.7158134370193914, 0.6005265239922344, 0.14826426710322205, 0.5154230630157433, 0.39324549801674136, 0.2827317911566264, 0.8283421952941228, 0.9748473919709721, 0.33068049009380407, 0.9124085546295931, 0.8730077545488703, 0.9478418652527683, 0.5085923475317772, 0.11752822281327624, 0.6113806087299801, 0.90607189096079, 0.31420728465327785, 0.3654122760246272, 0.9423106008059826, 0.4492436777933517, 0.494236300496248, 0.7304936466406438, 0.13068371953679203, 0.5689142890559635, 0.973668375599107, 0.25670073109069835, 0.9942341603183215, 0.3617844909951746, 0.9664252740046678, 0.394528437817242, 0.4612030863657822, 0.7672118775247733, 0.34231586850091755, 0.8261319293916757, 0.029948881526811966, 0.6746136932988533, 0.13917453375276345, 0.9000337277160764, 0.15427330883519508, 0.5992066931695507, 0.3397066991867064, 0.9288741863074771, 0.8861678307699566, 0.6953799493596752, 0.7398081556410989, 0.6324625091594563, 0.6352388569892446, 0.4381352822485809, 0.3528743984288122, 0.8238033233674884, 0.30218214649512765, 0.5168292918491353, 0.03426964104469854, 0.7672119827489686, 0.02645977536010724, 0.6018112693720906, 0.2981101768506611, 0.38296003123286837, 0.6846018110484271, 0.25664982850851503, 0.7387144071813139, 0.25357927008348524, 0.4325192196442659, 0.36212426005562204, 0.9866305458221326, 0.3607590021957616, 0.14374333108864246, 0.9127706449635337, 0.7045773876168577, 0.5353653530954465, 0.7143264486214482, 0.8889749365740314, 0.5479295160480019, 0.3518600039365968, 0.14669702951893382, 0.23667086973981755, 0.06001185673771703, 0.4598147783987393, 0.15787852066900843, 0.7196215248101022, 0.6746136932988533, 0.6515965128814916, 0.4355698531554345, 0.8227290120799161, 0.04524679338300064, 0.6537896314376807]",31758.50617720267,"[(0, 9), (0, 12), (1, 14), (1, 4), (2, 6), (2, 13), (2, 4), (3, 10), (3, 8), (3, 12), (4, 11), (5, 6), (7, 14), (8, 11)]",18.778605461120605
5,"[0.4745309162122815, 0.25737026514689554, 0.06852451431577611, 0.8593800606583019, 0.5329538342175535, 0.3454830558414095, 0.6121172044240987, 0.8846961306935864, 0.08557606343264412, 0.6385708652928508, 0.08629770901691558, 0.30343062361791273, 0.033339003477624196, 0.5591449792826344, 0.8910634638289038, 0.027473935107966918, 0.9056020361837578, 0.8636945933474912, 0.3160123137537333, 0.4296307904986577, 0.6257212432430374, 0.8283647548900833, 0.8957951222043826, 0.09406431880038213, 0.015570114119265677, 0.5115381699175161, 0.12851316548113323, 0.7122187950836832, 0.5321422163328895, 0.27117885954306575, 0.3354647178152227, 0.22050822984902374, 0.6412536333749409, 0.18716694808031042, 0.7676640581075954, 0.5784226178819357, 0.6323752661873185, 0.9519544736871695, 0.08936421919213511, 0.14778740332428142, 0.24919159447604355, 0.14722302577239732, 0.6675033051856193, 0.2800921858635128, 0.9485607384754356, 0.13497184828588482, 0.8416853870167827, 0.7910247141821299, 0.8392155648211507, 0.1544609194283375, 0.904073083002105, 0.6573947350020265, 0.5448779181562181, 0.09089018701615392, 0.7190174401163939, 0.63326814866589, 0.7615844947434474, 0.0967026220897661, 0.003664140930583315, 0.5206668236470468, 0.5438643623630737, 0.8323409945466752, 0.6891257431328363, 0.7810937118496679, 0.3981600436081194, 0.5518283580874458, 0.6701075089875628, 0.94893799487725, 0.9982001455251852, 0.443936268888124, 0.7210477320865324, 0.27140323878057493, 0.18623015777260388, 0.31013587016800404, 0.16211345368525398, 0.4623821206948131, 0.506180940864558, 0.7439080738099151, 0.20578776344715244, 0.8694749080520192, 0.5804213698412879, 0.635881584922587, 0.14574170499797245, 0.709221902577827, 0.3956055973197605, 0.9500299253877906, 0.7083503795123779, 0.8245581603469321, 0.8758867384973649, 0.9267730725734652, 0.993883488667896, 0.48489876667437526, 0.1458586892344148, 0.731924317040816, 0.2830440639915245, 0.09088811541108921, 0.9806849325545307, 0.6868393677152463, 0.17335218153363363, 0.677440106963319, 0.22248764200142046, 0.8360474146137588, 0.8273530546804407, 0.5264638799400818, 0.893394151219504]",40298.95639022329,"[(0, 8), (1, 4), (2, 13), (3, 9), (3, 11), (4, 5), (4, 6), (5, 14), (5, 13), (7, 14), (8, 10), (8, 14), (9, 10), (10, 12)]",23.138087034225464
6,"[0.7926443757991163, 0.63920770015058, 0.8522533441062131, 0.5858174256606226, 0.6383236248327943, 0.8335489099649155, 0.2076581064094296, 0.8426000020349859, 0.9720789985592299, 0.8354632226364497, 0.8165776019341043, 0.3941704271207932, 0.16435446364415585, 0.9316859824202837, 0.6734695097041778, 0.031167645934607635, 0.5997211410996093, 0.3657560896570765, 0.23070450231190687, 0.5670886416810191, 0.6628348302894769, 0.8246724074580647, 0.32891155021771645, 0.1764889276333419, 0.01045805950382539, 0.132923875953323, 0.180901480440118, 0.7204226283285033, 0.09788048339845612, 0.9308523037769506, 0.315459512171092, 0.9607950562667663, 0.5360378770046815, 0.6852500499914638, 0.006271312455959355, 0.39500378539158887, 0.12587037315491978, 0.18938132974795463, 0.0783062644059972, 0.12668056355569057, 0.7268691597544111, 0.8194095443927564, 0.39506428552572337, 0.12374800959689447, 0.34613609539839596, 0.8784886591760843, 0.6292580457572489, 0.801818977565807, 0.1771628369762116, 0.07943318666422172, 0.395175243693332, 0.8588172192624701, 0.36885461077198545, 0.8271894033393041, 0.8602134760643984, 0.09194858003171968, 0.05603289386877042, 0.5000300558837749, 0.75637065883577, 0.7524352453962901, 0.34024776601032136, 0.0824889265413874, 0.0634422991980812, 0.6838705100481609, 0.4150457611349936, 0.7664750905823577, 0.7234264159506412, 0.9279341624745711, 0.39740038090130414, 0.015854286002248807, 0.20556988052444713, 0.22106227924382904, 0.4772903155008099, 0.5994078178833822, 0.7102335322694854, 0.6882206284303019, 0.7174967581610889, 0.04243486506862748, 0.1709162474589454, 0.5548159784339329, 0.9092542024904559, 0.16937017319172376, 0.6694777132072206, 0.912854101390188, 0.6537749847588546, 0.7155701523253089, 0.06055254199688376, 0.7745055573090829, 0.14635557585311354, 0.5243724418564746, 0.8082094901714476, 0.6669149245628392, 0.017549591671242593, 0.9059432083874212, 0.8380394733212815, 0.12587037315491978, 0.5327775327518762, 0.2360980076408724, 0.7448062515554315, 0.43764874049981206, 0.6795730553203732, 0.9803711923111217, 0.6714994357787406, 0.030124181062014754, 0.6120771854561283]",28375.183269991023,"[(0, 9), (0, 14), (0, 3), (1, 9), (2, 7), (2, 5), (3, 10), (3, 12), (4, 9), (4, 6), (4, 8), (5, 13), (7, 14), (11, 14)]",17.921754598617554
7,"[0.039339303974319284, 0.5620763063506148, 0.9541432919684216, 0.16385093881092272, 0.6714219035354806, 0.09812490916964112, 0.2492529067480671, 0.9606138345709192, 0.9504861313715678, 0.7063058484966612, 0.5698251191917663, 0.12801318350618107, 0.1600991322401374, 0.7364165938316537, 0.5447538828378999, 0.6280447700927618, 0.2316197795177779, 0.4565516708916696, 0.40605836063514855, 0.775409043695143, 0.3610396742621047, 0.7651090891571143, 0.08717620468755027, 0.8257513954918716, 0.015349864345540642, 0.292015373214802, 0.9917222052248561, 0.29238265559282917, 0.19168879629832924, 0.43068794473570626, 0.3789675552646923, 0.139362510405326, 0.3496932489049772, 0.13442413615427262, 0.7034676341848263, 0.4651432057959235, 0.5729280475098352, 0.7772084639300715, 0.02454863449995559, 0.33663699251077583, 0.19542093929114268, 0.3453452383188965, 0.09105580413533654, 0.35615043037040595, 0.08977324358318728, 0.7250055290642751, 0.9494406997743938, 0.36345419227373543, 0.07890820636800766, 0.8246667405171866, 0.471375796122927, 0.759323283481881, 0.7481538946272742, 0.34939372123110357, 0.6280708269639115, 0.6452011503731341, 0.5846986121639638, 0.2777664586453351, 0.15099477583083054, 0.5658200987586279, 0.5286503658673556, 0.09684655011178422, 0.8999114913998126, 0.36933210439600006, 0.6970875650526107, 0.4170818694443913, 0.38007385166381047, 0.9969771626022497, 0.5955258440250589, 0.965121424545918, 0.30180142040790237, 0.37384257337453575, 0.5659041837968798, 0.11763094933280949, 0.5419453526835661, 0.7248661852732314, 0.7414869339914546, 0.4795549472866346, 0.6197770115678185, 0.2465810030606571, 0.1342283525943354, 0.6689553330290176, 0.523020870475509, 0.8659043232755977, 0.8879304938082571, 0.5949180483963427, 0.9569819440368641, 0.08281602432217239, 0.608571683611626, 0.9004153223991903, 0.2758843604536769, 0.7291622440287548, 0.020750817039223435, 0.9872106658715372, 0.404171652948048, 0.4476616016156525, 0.9573016552675029, 0.7383911635160288, 0.2566830478217166, 0.31751259642033747, 0.10184396261696926, 0.16908812472049273, 0.16864679953796702, 0.5584245472615902, 0.39567093597427216]",27934.077023622707,"[(0, 8), (0, 3), (0, 9), (1, 14), (2, 13), (3, 10), (4, 6), (5, 13), (6, 7), (7, 14), (8, 11), (8, 14), (9, 13), (10, 12)]",17.955758333206177
8,"[0.3120050838017465, 0.21964089797413755, 0.9927673756892361, 0.4790772541709112, 0.36879687823881024, 0.24797194504476106, 0.11074577659904405, 0.8001333774475392, 0.9797442897039561, 0.08867209428596778, 0.8723260306058863, 0.13103829016221125, 0.7383008354654131, 0.1231473923259847, 0.1862540973646719, 0.17167598278426788, 0.08133226156787765, 0.832727385336999, 0.3646994738145377, 0.8440323905146888, 0.8101906789381408, 0.21061859382729986, 0.26586280185254607, 0.6079714688272548, 0.4488385487225165, 0.3076291375251118, 0.7877981466171294, 0.3897133941845552, 0.8458679911822006, 0.14048244773758622, 0.7364622952764017, 0.8988036597764156, 0.2316594435742314, 0.24030505400074498, 0.6223935407852503, 0.017848352483131547, 0.6936634446081525, 0.9195560684967434, 0.4057892129059163, 0.8258738682052711, 0.45962790195044334, 0.8232673063978443, 0.7718853435235031, 0.8021066625494212, 0.1121159692823559, 0.8867863149421464, 0.6175808582858432, 0.9293729147614226, 0.3549353168087396, 0.16299951008201397, 0.7769806528114265, 0.005063119195854893, 0.49521073103620394, 0.850270918549162, 0.4976549745713301, 0.6917203525343332, 0.9365105852457337, 0.20904078214967325, 0.1328067487934389, 0.8050598742874755, 0.4042788915599014, 0.2170126086841213, 0.37004348622087835, 0.23117383752579956, 0.14042495564882407, 0.7821483883149263, 0.34806525074857675, 0.8824041129206034, 0.3135285719399321, 0.7220867258180633, 0.3372681497999509, 0.1513507026203157, 0.26268346279935095, 0.2562857652400058, 0.15205986897617452, 0.21538636685616896, 0.6303613564104803, 0.7411468987658354, 0.21537330829466061, 0.005616280589336942, 0.6671881071998785, 0.5050220767566803, 0.05116970758052408, 0.7546315187773965, 0.01642438930520318, 0.03337297328957001, 0.8757095249355312, 0.6774516900767471, 0.17478030265238886, 0.40507962987014345, 0.37846564885423006, 0.3348408584750626, 0.6491448268318295, 0.601417599814398, 0.22368139758918726, 0.38222702391205077, 0.6047548839210314, 0.35680831022248416, 0.11506124195990974, 0.7917555546906498, 0.5269051987544737, 0.9966236257999099, 0.22307179111486364, 0.544183269738453, 0.22082054444969934]",30132.90178324749,"[(0, 3), (0, 9), (0, 8), (1, 7), (2, 13), (2, 7), (2, 4), (3, 12), (3, 10), (4, 11), (5, 13), (6, 7), (8, 11), (11, 14)]",21.479702472686768
9,"[0.40475055475777477, 0.0620494130884609, 0.757948754242338, 0.2963051907024684, 0.44850939282229774, 0.41688061563154144, 0.6831113791688291, 0.8989325018027905, 0.9197736062434491, 0.3140800838132699, 0.0011582041570228352, 0.9093426142394893, 0.18018784623800665, 0.2352651708938872, 0.6307918749498286, 0.4102649624015121, 0.5324279575454374, 0.523006063626541, 0.7707045697057431, 0.040112482921757286, 0.7065750746819799, 0.34558681061314733, 0.5434252509828943, 0.12279500877804705, 0.1363327387334251, 0.6200288923655325, 0.8672542230323211, 0.7637450476433367, 0.6089070911277918, 0.9760062453893898, 0.9325448507933694, 0.039808134713415266, 0.8189732502017525, 0.8925536966209998, 0.8898871200137249, 0.2583706506321719, 0.7882756040268125, 0.8129354260286934, 0.23975886933674972, 0.5969104747890622, 0.3007440972720815, 0.29208921071817606, 0.1751992258751791, 0.9314957620663155, 0.9324841901005002, 0.743759781760576, 0.7694649616486144, 0.789857940317997, 0.15468621405801242, 0.7132408865086937, 0.027074261579733916, 0.6335996596606303, 0.6838562557796468, 0.8821166466880491, 0.7027679368976244, 0.8214940048110174, 0.5643984969026498, 0.1834965125142859, 0.982428879338905, 0.07084522986664132, 0.4979672975350461, 0.5586834979076198, 0.06854836514719298, 0.591567567730335, 0.8537477004146133, 0.09164264382579501, 0.9402637703259936, 0.9061033257744726, 0.8334230814999481, 0.27571193420790885, 0.7613141984482581, 0.6063911020391515, 0.40842089022038364, 0.33362007969452123, 0.6269024292654595, 0.20168376309488556, 0.5584200724734761, 0.35604729151901304, 0.26048970644816505, 0.2368169434506492, 0.32148939621971606, 0.7200527004961217, 0.010145629041880433, 0.5862240244448169, 0.2998617078507164, 0.8280758598464604, 0.372128857004839, 0.27114903944493973, 0.7234093165791667, 0.9757231923291185, 0.06543842464365723, 0.7182519144377973, 0.21641723880133512, 0.27854499856637616, 0.1395868089520853, 0.22079566290325747, 0.9968168989092857, 0.3008677032366929, 0.2646401595022885, 0.4594886187824354, 0.36521326774747576, 0.9985909571334162, 0.22720572611166245, 0.8994873341331828, 0.019025752883852776]",29130.212809829663,"[(0, 9), (0, 12), (1, 14), (2, 5), (2, 6), (3, 9), (3, 8), (4, 13), (4, 7), (5, 12), (5, 13), (8, 14), (10, 12), (11, 14)]",20.094512462615967
10,"[0.19557234443457505, 0.9188755448485313, 0.9485890043030991, 0.181317150789162, 0.327282160371985, 0.014101195696444302, 0.7547546652170243, 0.25987126184177434, 0.7285998550859443, 0.05946996513769387, 0.7499717916198616, 0.8211289874129056, 0.6004980568905925, 0.04892228415295852, 0.7997889140968751, 0.5627436039522968, 0.6080582943410575, 0.5873273855014297, 0.31491468519988797, 0.8060821555131747, 0.7461348211575192, 0.13054978310214538, 0.25560528112482495, 0.670455386511265, 0.5153500403683148, 0.7629820825379153, 0.043991984504582415, 0.05105813574806484, 0.9428377607231411, 0.21937991493481412, 0.5468840991259388, 0.5785864085117671, 0.7550762945585456, 0.025327165046512445, 0.7250754067496415, 0.9398709622457834, 0.1597847637928521, 0.9409329877866036, 0.5270272928870364, 0.4561972487812149, 0.4721509518524971, 0.6981656263891063, 0.10295552903177596, 0.4446235352332686, 0.9285561057991065, 0.6585529817045799, 0.7996038156549309, 0.26504420264248085, 0.719769121232922, 0.012902766544028665, 0.2093953686423089, 0.9544718656041905, 0.6368400141803112, 0.4369216063378998, 0.14636457430385497, 0.5492182767384234, 0.9918426750738156, 0.5857335709634799, 0.019412040302140388, 0.7714905116827603, 0.6618508649451142, 0.4505690019585109, 0.18948625870273728, 0.5023897784237319, 0.7274498950327326, 0.11555617709148591, 0.8192713654020872, 0.8703135293713625, 0.515924639704534, 0.17022768355463802, 0.4677522841180939, 0.6362402254170393, 0.502249160967823, 0.5725601459728961, 0.1410353515719276, 0.21671330699807734, 0.8709922848775882, 0.6431727778687301, 0.02068020844037377, 0.011197901144203715, 0.509620924677116, 0.27761742758293173, 0.3085097564459086, 0.829848236431375, 0.9477792098645987, 0.4196738933682239, 0.9827778874318799, 0.4650743989804307, 0.04181391049570715, 0.8832737470085279, 0.7412140183047504, 0.049299292572125175, 0.8085939457943615, 0.1156583330840637, 0.9717753973269769, 0.9306909688402359, 0.9514399061347997, 0.06542330909708294, 0.7041437355496746, 0.8198691149751296, 0.9006930678189133, 0.9504666518090985, 0.6644424605998513, 0.812710481315293, 0.3560352965750089]",28087.203329191318,"[(0, 3), (0, 12), (1, 7), (2, 4), (2, 13), (3, 9), (4, 11), (4, 6), (5, 13), (7, 14), (8, 11), (9, 14), (10, 12), (11, 14)]",20.80510902404785
