city,latitude,longitude
0,61016.6667,28000.0
1,64550.0,29616.6667
2,61666.6667,28233.3333
3,60600.0,24533.3333
4,61700.0,23266.6667
5,61033.3333,26083.3333
6,60950.0,26083.3333
7,60866.6667,21966.6667
8,60366.6667,19766.6667
9,65916.6667,24150.0
10,60033.3333,22433.3333
11,60750.0,24500.0
12,60133.3333,24050.0
13,63500.0,26150.0
14,65216.6667,25300.0
15,61066.6667,28500.0
16,61183.3333,24333.3333
17,62766.6667,21850.0
18,63100.0,30016.6667
19,62716.6667,29200.0
20,62450.0,26900.0
21,63916.6667,28550.0
22,61250.0,28933.3333
23,63750.0,28700.0
24,63816.6667,23166.6667
25,62466.6667,22233.3333
26,64900.0,25133.3333
27,60516.6667,21250.0
28,60257.7778,25192.7778
29,60616.6667,26466.6667
