city,latitude,longitude
0,60583.0556,27683.0556
1,66716.6667,27500.0
2,61166.6667,28633.3333
3,63433.3333,27833.3333
4,62366.6667,28966.6667
5,62333.3333,30833.3333
6,62350.0,29516.6667
7,61783.3333,27116.6667
8,61850.0,26300.0
9,63666.6667,22683.3333
10,63633.3333,25050.0
11,61783.3333,24550.0
12,61333.3333,23016.6667
13,61050.0,25016.6667
14,62983.3333,25866.6667
15,62450.0,24416.6667
16,61050.0,24683.3333
17,60916.6667,27150.0
18,61266.6667,25716.6667
19,62616.6667,31200.0
20,68916.6667,27066.6667
21,63383.3333,29916.6667
22,62916.6667,31300.0
23,61366.6667,23300.0
24,62466.6667,31116.6667
25,62816.6667,21800.0
26,64116.6667,28316.6667
27,60983.3333,25150.0
28,60483.3333,26900.0
29,60983.3333,28150.0
