city,latitude,longitude
0,62000.0,24500.0
1,64300.0,27916.6667
2,61350.0,22033.3333
3,60350.0,19583.3333
4,69616.6667,28833.3333
5,60583.3333,22483.3333
6,67583.3333,23550.0
7,62700.0,23383.3333
8,61483.3333,23066.6667
9,60183.3333,23250.0
10,63800.0,22900.0
11,63066.6667,22100.0
12,62366.6667,28966.6667
13,61800.0,27500.0
14,60900.0,27650.0
15,63450.0,27850.0
16,65333.3333,25750.0
17,65916.6667,27033.3333
18,61500.0,29566.6667
19,63600.0,23100.0
20,68916.6667,27066.6667
21,66483.3333,27250.0
22,64850.0,26166.6667
23,62700.0,30766.6667
24,60036.3889,24054.7222
25,62783.3333,22566.6667
26,61466.6667,22950.0
27,63950.0,28850.0
28,67166.6667,24433.3333
29,60316.6667,22216.6667
