city,latitude,longitude
0,62766.6667,24383.3333
1,60300.0,22350.0
2,70083.3333,27850.0
3,61750.0,27633.3333
4,61750.0,22966.6667
5,61133.3333,25316.6667
6,60200.0,20383.3333
7,63000.0,21966.6667
8,63800.0,26433.3333
9,63400.0,27400.0
10,62250.0,23766.6667
11,60400.0,25500.0
12,64300.0,24900.0
13,61933.3333,29050.0
14,61066.6667,21566.6667
15,63716.6667,25966.6667
16,60533.3333,24183.3333
17,62666.6667,30066.6667
18,63416.6667,23766.6667
19,63416.6667,22633.3333
20,61050.0,27633.3333
21,64266.6667,27733.3333
22,60450.0,26050.0
23,64433.3333,24183.3333
24,62600.0,30416.6667
25,61750.0,29800.0
26,60200.0,22550.0
27,63316.6667,26816.6667
28,60214.1667,25100.5556
29,65833.3333,27700.0
