city,latitude,longitude
0,61800.0,24450.0
1,61500.0,23800.0
2,69433.3333,27250.0
3,63583.3333,23733.3333
4,64466.6667,28366.6667
5,61100.0,25233.3333
6,60666.6667,22266.6667
7,60116.6667,23133.3333
8,61900.0,24300.0
9,60200.0,22266.6667
10,63600.0,27050.0
11,65533.3333,26966.6667
12,60433.3333,21916.6667
13,61083.3333,27466.6667
14,60151.6667,24208.0556
15,63500.0,22850.0
16,61850.0,24016.6667
17,61383.3333,22466.6667
18,65650.0,24900.0
19,62666.6667,26616.6667
20,61666.6667,29366.6667
21,62950.0,22650.0
22,64083.3333,28816.6667
23,63683.3333,26533.3333
24,62066.6667,27433.3333
25,63100.0,22850.0
26,63083.3333,27666.6667
27,62766.6667,26500.0
28,63483.3333,25666.6667
29,64016.6667,25766.6667
