city,latitude,longitude
0,60200.0,22600.0
1,62200.0,30566.6667
2,64083.3333,24550.0
3,66183.3333,29466.6667
4,60966.6667,25950.0
5,64583.3333,28050.0
6,64733.3333,27333.3333
7,66100.0,24883.3333
8,63783.3333,27433.3333
9,61116.6667,27333.3333
10,65800.0,24583.3333
11,62966.6667,22366.6667
12,61433.3333,25400.0
13,61250.0,29166.6667
14,60350.0,25616.6667
15,62883.3333,30800.0
16,64366.6667,27933.3333
17,60683.3333,24166.6667
18,60716.6667,24966.6667
19,62783.3333,29966.6667
20,62783.3333,21450.0
21,61450.0,27183.3333
22,62883.3333,31383.3333
23,62016.6667,29033.3333
24,61450.0,23516.6667
25,65216.6667,27200.0
26,63133.3333,28533.3333
27,63683.3333,26766.6667
28,66133.3333,29533.3333
29,62500.0,29900.0
