city,latitude,longitude
0,61983.3333,30250.0
1,60716.6667,24966.6667
2,63266.6667,22666.6667
3,60616.6667,26666.6667
4,60800.0,25050.0
5,64483.3333,28416.6667
6,66083.3333,26450.0
7,63066.6667,24416.6667
8,62700.0,31000.0
9,60483.3333,25350.0
10,63766.6667,25950.0
11,61616.6667,27983.3333
12,60850.0,27683.3333
13,61050.0,23250.0
14,65250.0,27366.6667
15,65833.3333,24383.3333
16,65766.6667,24566.6667
17,62133.3333,30066.6667
18,63366.6667,23966.6667
19,67016.6667,25533.3333
20,61566.6667,21533.3333
21,61366.6667,24666.6667
22,65983.3333,24316.6667
23,66266.6667,27250.0
24,64483.3333,27983.3333
25,62283.3333,29683.3333
26,60650.0,23350.0
27,60166.6667,19883.3333
28,61616.6667,27283.3333
29,62533.3333,23283.3333
