city,latitude,longitude
0,62100.0,30300.0
1,60129.7222,24428.8889
2,63150.0,26266.6667
3,63266.6667,28650.0
4,60783.3333,24883.3333
5,62683.3333,21200.0
6,63933.3333,24633.3333
7,63416.6667,23750.0
8,64116.6667,28433.3333
9,61466.6667,27800.0
10,60533.3333,24550.0
11,62933.3333,22550.0
12,64750.0,28250.0
13,64100.0,24050.0
14,64616.6667,28383.3333
15,65750.0,29416.6667
16,60650.0,25816.6667
17,60300.0,25066.6667
18,60016.6667,23700.0
19,63066.6667,22100.0
20,60666.6667,22383.3333
21,64950.0,25233.3333
22,61066.6667,28216.6667
23,61716.6667,28650.0
24,62583.3333,27250.0
25,63666.6667,26400.0
26,60566.6667,25150.0
27,64416.6667,29383.3333
28,60966.6667,27250.0
29,65916.6667,27966.6667
