city,latitude,longitude
0,65183.3333,25383.3333
1,62633.3333,23816.6667
2,60200.0,23866.6667
3,64016.6667,24766.6667
4,63566.6667,27466.6667
5,60666.6667,23483.3333
6,64650.0,28850.0
7,62100.0,29316.6667
8,62116.6667,29050.0
9,62100.0,26083.3333
10,61333.3333,28833.3333
11,60300.0,21950.0
12,64983.3333,28850.0
13,62633.3333,30716.6667
14,61683.3333,24350.0
15,63233.3333,24116.6667
16,62950.0,29333.3333
17,61516.6667,27750.0
18,60146.1111,24383.6111
19,64200.0,26466.6667
20,61350.0,24500.0
21,60833.3333,28183.3333
22,61500.0,23683.3333
23,63333.3333,22600.0
24,62750.0,22450.0
25,62966.6667,22633.3333
26,61133.3333,21500.0
27,62566.6667,23200.0
28,62266.6667,28750.0
29,64433.3333,26816.6667
