city,latitude,longitude
0,60866.6667,22983.3333
1,60133.3333,22783.3333
2,62450.0,30183.3333
3,61183.3333,25383.3333
4,62716.6667,26900.0
5,62550.0,30166.6667
6,61866.6667,23733.3333
7,66383.3333,27300.0
8,63650.0,24016.6667
9,64100.0,28300.0
10,63633.3333,22983.3333
11,62550.0,30783.3333
12,64366.6667,27483.3333
13,62216.6667,26783.3333
14,66516.6667,25766.6667
15,61483.3333,23850.0
16,60666.6667,21483.3333
17,60916.6667,21450.0
18,63650.0,29850.0
19,62966.6667,29633.3333
20,67166.6667,24966.6667
21,60033.3333,20566.6667
22,66900.0,25133.3333
23,60666.6667,21800.0
24,65833.3333,25300.0
25,61083.3333,25833.3333
26,62683.3333,29816.6667
27,62333.3333,30833.3333
28,60016.6667,23816.6667
29,61466.6667,24316.6667
