city,latitude,longitude
0,63133.3333,28250.0
1,61933.3333,21733.3333
2,61050.0,26833.3333
3,60500.0,22766.6667
4,60250.0,23750.0
5,62583.3333,29800.0
6,60300.0,22350.0
7,62966.6667,29266.6667
8,60733.3333,26000.0
9,61366.6667,23300.0
10,61450.0,29450.0
11,62883.3333,21633.3333
12,64283.3333,24883.3333
13,61716.6667,22833.3333
14,61750.0,28233.3333
15,62666.6667,24800.0
16,59983.3333,23266.6667
17,60383.3333,23133.3333
18,60221.3889,24962.5
19,66533.3333,24500.0
20,61500.0,25600.0
21,62800.0,22833.3333
22,61083.3333,25216.6667
23,60900.0,27533.3333
24,60283.3333,24200.0
25,60350.0,24250.0
26,62333.3333,24716.6667
27,60200.0,22783.3333
28,63333.3333,29200.0
29,61183.3333,23600.0
