city,latitude,longitude
0,60433.3333,23266.6667
1,61266.6667,22400.0
2,62966.6667,30883.3333
3,64750.0,29383.3333
4,61616.6667,23083.3333
5,60966.6667,21600.0
6,61300.0,27366.6667
7,64166.6667,27800.0
8,62066.6667,27050.0
9,60783.3333,22450.0
10,63816.6667,26500.0
11,63700.0,23900.0
12,62833.3333,22733.3333
13,62000.0,28750.0
14,62550.0,22883.3333
15,60650.0,25816.6667
16,64150.0,30083.3333
17,62483.3333,29900.0
18,63233.3333,22750.0
19,62183.3333,27700.0
20,63250.0,30766.6667
21,62650.0,21216.6667
22,65966.6667,29150.0
23,60800.0,27500.0
24,62100.0,29833.3333
25,65666.6667,29233.3333
26,62266.6667,24700.0
27,64050.0,23900.0
28,60516.6667,23816.6667
29,61600.0,24466.6667
30,60633.3333,25333.3333
31,62033.3333,25716.6667
32,61533.3333,22400.0
33,62533.3333,29216.6667
34,63400.0,22450.0
35,61666.6667,29366.6667
36,61883.3333,23633.3333
37,61066.6667,27583.3333
38,60883.3333,26416.6667
39,61950.0,25833.3333
40,64433.3333,24400.0
41,61366.6667,21683.3333
42,60550.0,25766.6667
43,62266.6667,22266.6667
44,65750.0,25300.0
45,64550.0,27233.3333
46,61366.6667,22500.0
47,60283.3333,23533.3333
48,64650.0,28850.0
49,60633.3333,23150.0
50,60400.0,22600.0
51,61566.6667,22400.0
52,61100.0,22166.6667
53,60500.0,26816.6667
54,64616.6667,28383.3333
55,61466.6667,23600.0
56,62933.3333,24933.3333
57,65816.6667,24550.0
58,61383.3333,29200.0
59,63533.3333,23416.6667
