city,latitude,longitude
0,60097.7778,24561.6667
1,60866.6667,25966.6667
2,65033.3333,27666.6667
3,60333.3333,23883.3333
4,63683.3333,22650.0
5,66283.3333,27116.6667
6,63033.3333,22716.6667
7,60633.3333,23400.0
8,64000.0,28550.0
9,61666.6667,22300.0
10,66900.0,25366.6667
11,60766.6667,23583.3333
12,60250.0,23150.0
13,60566.6667,22683.3333
14,60800.0,22633.3333
15,64266.6667,25600.0
16,62700.0,30833.3333
17,69916.6667,27033.3333
18,61083.3333,26133.3333
19,66533.3333,23800.0
20,60250.0,19883.3333
21,60683.3333,21516.6667
22,61083.3333,27466.6667
23,61250.0,23883.3333
24,61216.6667,23033.3333
25,60683.3333,27033.3333
26,62016.6667,24050.0
27,60666.6667,21883.3333
28,65550.0,25266.6667
29,60300.0,25266.6667
30,61066.6667,28216.6667
31,62883.3333,22450.0
32,60516.6667,23233.3333
33,60483.3333,21766.6667
34,62850.0,24200.0
35,60933.3333,26616.6667
36,60283.3333,25150.0
37,63533.3333,22533.3333
38,62133.3333,22566.6667
39,61183.3333,26433.3333
40,62683.3333,22300.0
41,61866.6667,21633.3333
42,63366.6667,22466.6667
43,61233.3333,25350.0
44,62300.0,29400.0
45,63250.0,23166.6667
46,60850.0,23833.3333
47,60433.3333,21033.3333
48,60483.3333,23166.6667
49,61316.6667,22133.3333
50,63333.3333,22533.3333
51,61733.3333,25750.0
52,60400.0,26000.0
53,64983.3333,27500.0
54,60566.6667,27100.0
55,60250.0,22166.6667
56,61316.6667,23616.6667
57,65333.3333,26583.3333
58,61216.6667,28600.0
59,60033.3333,22683.3333
