city,latitude,longitude
0,67866.6667,24866.6667
1,61916.6667,25166.6667
2,67158.3333,28640.8333
3,61400.0,27350.0
4,62783.3333,26800.0
5,69616.6667,28833.3333
6,61866.6667,24466.6667
7,60650.0,25300.0
8,60850.0,26583.3333
9,61233.3333,26600.0
10,63150.0,23283.3333
11,62316.6667,23316.6667
12,61950.0,29250.0
13,61083.3333,24650.0
14,63050.0,24666.6667
15,63133.3333,28900.0
16,63650.0,23433.3333
17,60983.3333,25800.0
18,60240.8333,24980.8333
19,65916.6667,26950.0
20,61983.3333,23600.0
21,62483.3333,22900.0
22,62633.3333,23133.3333
23,61050.0,27633.3333
24,66966.6667,25300.0
25,59766.6667,21366.6667
26,63150.0,27300.0
27,63266.6667,26083.3333
28,60350.0,25500.0
29,60155.5556,24194.7222
30,60850.0,21400.0
31,62050.0,30150.0
32,60600.0,27133.3333
33,61433.3333,23383.3333
34,60833.3333,27800.0
35,62933.3333,28366.6667
36,60966.6667,21883.3333
37,60416.6667,22333.3333
38,61600.0,23616.6667
39,66783.3333,28133.3333
40,62683.3333,22466.6667
41,62366.6667,28966.6667
42,61866.6667,24833.3333
43,61083.3333,27066.6667
44,60933.3333,25650.0
45,65250.0,27850.0
46,64200.0,27133.3333
47,61733.3333,26116.6667
48,62550.0,28300.0
49,62566.6667,26083.3333
50,62566.6667,29566.6667
51,60566.6667,23716.6667
52,66650.0,27533.3333
53,60083.3333,23133.3333
54,63216.6667,27750.0
55,62216.6667,27783.3333
56,62600.0,29516.6667
57,64083.3333,28816.6667
58,62983.3333,27250.0
59,65266.6667,29016.6667
