city,latitude,longitude
0,62600.0,26283.3333
1,61883.3333,23800.0
2,63216.6667,26516.6667
3,63566.6667,26216.6667
4,60666.6667,26783.3333
5,60066.6667,22766.6667
6,64766.6667,25650.0
7,62733.3333,22716.6667
8,60816.6667,23766.6667
9,60733.3333,26433.3333
10,60192.5,24773.6111
11,61900.0,27583.3333
12,60450.0,20950.0
13,61450.0,26466.6667
14,62216.6667,27933.3333
15,62066.6667,30100.0
16,62466.6667,25816.6667
17,60866.6667,25483.3333
18,62933.3333,25016.6667
19,61533.3333,22400.0
20,61066.6667,25650.0
21,66950.0,27533.3333
22,59833.3333,23083.3333
23,60200.0,21883.3333
24,60059.1667,24599.1667
25,63683.3333,29666.6667
26,61483.3333,26850.0
27,60783.3333,26833.3333
28,60966.6667,28333.3333
29,60433.3333,22516.6667
30,60933.3333,22800.0
31,63516.6667,23750.0
32,66833.3333,28666.6667
33,60833.3333,21483.3333
34,61600.0,23583.3333
35,62200.0,24783.3333
36,60366.6667,23966.6667
37,63566.6667,27616.6667
38,67416.6667,26216.6667
39,59933.3333,23550.0
40,64666.6667,24483.3333
41,61916.6667,28316.6667
42,65650.0,27383.3333
43,60100.0,23733.3333
44,60116.6667,21500.0
45,60733.3333,23433.3333
46,62766.6667,31033.3333
47,63450.0,22566.6667
48,64600.0,27866.6667
49,60783.3333,23400.0
50,62250.0,30733.3333
51,63833.3333,23166.6667
52,62550.0,31233.3333
53,61633.3333,29700.0
54,65916.6667,27950.0
55,60800.0,26133.3333
56,63316.6667,29800.0
57,63483.3333,22816.6667
58,60433.3333,26433.3333
59,65283.3333,27933.3333
