city,latitude,longitude
0,62716.6667,29200.0
1,59994.7222,24474.1667
2,63916.6667,27433.3333
3,60383.3333,25850.0
4,63800.0,23566.6667
5,60416.6667,23283.3333
6,66683.3333,24516.6667
7,60400.0,22250.0
8,61916.6667,24600.0
9,62150.0,30133.3333
10,61916.6667,23716.6667
11,60366.6667,22383.3333
12,61500.0,24916.6667
13,63250.0,23183.3333
14,63600.0,28950.0
15,61416.6667,23766.6667
16,61466.6667,23566.6667
17,61016.6667,23783.3333
18,62033.3333,30116.6667
19,61533.3333,29550.0
20,60716.6667,22900.0
21,61533.3333,26550.0
22,60666.6667,27483.3333
23,60600.0,26200.0
24,61416.6667,21500.0
25,60566.6667,27683.3333
26,62700.0,28450.0
27,64566.6667,24683.3333
28,61133.3333,25666.6667
29,67110.8333,27510.5556
30,64266.6667,28200.0
31,61783.3333,23500.0
32,62116.6667,30450.0
33,62050.0,23750.0
34,63350.0,23600.0
35,60866.6667,21600.0
36,64166.6667,27183.3333
37,63300.0,27916.6667
38,61300.0,26333.3333
39,60516.6667,23233.3333
40,60466.6667,23683.3333
41,60300.0,23566.6667
42,62116.6667,28616.6667
43,61233.3333,21783.3333
44,60100.0,20266.6667
45,63900.0,23850.0
46,61050.0,25433.3333
47,60400.0,19783.3333
48,60750.0,23866.6667
49,62233.3333,25733.3333
50,60250.0,21383.3333
51,65183.3333,29383.3333
52,62733.3333,22566.6667
53,60450.0,23350.0
54,60733.3333,24716.6667
55,63566.6667,29516.6667
56,60683.0556,27483.0556
57,61316.6667,23500.0
58,61400.0,24500.0
59,60201.6667,24677.7778
