city,latitude,longitude
0,65533.3333,27950.0
1,62466.6667,21600.0
2,62983.3333,22700.0
3,60100.0,23950.0
4,60666.6667,27700.0
5,60183.3333,24950.0
6,63983.3333,25666.6667
7,67266.6667,25550.0
8,60200.0,19616.6667
9,65783.3333,24516.6667
10,59866.6667,22500.0
11,64516.6667,27216.6667
12,61533.3333,22750.0
13,61666.6667,28233.3333
14,63400.0,22666.6667
15,62300.0,21450.0
16,66450.0,28483.3333
17,61016.6667,27300.0
18,62466.6667,21483.3333
19,64100.0,28516.6667
20,63833.3333,25416.6667
21,65033.3333,27850.0
22,64183.3333,28466.6667
23,62600.0,29150.0
24,62800.0,24116.6667
25,64666.6667,24600.0
26,63033.3333,22783.3333
27,65400.0,29050.0
28,65016.6667,28616.6667
29,65316.6667,27783.3333
30,64300.0,28816.6667
31,60916.6667,26700.0
32,66533.3333,25700.0
33,60616.6667,27783.3333
34,61983.3333,27800.0
35,62633.3333,26833.3333
36,64066.6667,28850.0
37,60300.0,22966.6667
38,62900.0,29400.0
39,63016.6667,26083.3333
40,60283.3333,21566.6667
41,62933.3333,30466.6667
42,60716.6667,27483.3333
43,61233.3333,26100.0
44,62516.6667,22000.0
45,64200.0,27300.0
46,62950.0,25200.0
47,63266.6667,21216.6667
48,62716.6667,27150.0
49,62100.0,23366.6667
50,61266.6667,24316.6667
51,63583.3333,22550.0
52,63533.3333,26800.0
53,63033.3333,22716.6667
54,68950.0,26800.0
55,60100.0,20266.6667
56,62700.0,28533.3333
57,63033.3333,23666.6667
58,61933.3333,29950.0
59,61483.3333,22700.0
