city,latitude,longitude
0,64483.3333,29116.6667
1,62550.0,28650.0
2,60116.6667,24133.3333
3,62950.0,30400.0
4,62283.3333,23933.3333
5,66850.0,25450.0
6,64950.0,26533.3333
7,63050.0,23250.0
8,61500.0,23100.0
9,61466.6667,27583.3333
10,64050.0,30400.0
11,61116.6667,22383.3333
12,64233.3333,24016.6667
13,64050.0,25716.6667
14,62850.0,27416.6667
15,62483.3333,30283.3333
16,60066.6667,23066.6667
17,61616.6667,25933.3333
18,63300.0,22100.0
19,65216.6667,28700.0
20,63266.6667,26966.6667
21,64250.0,26600.0
22,60483.3333,22983.3333
23,63216.6667,22400.0
24,64550.0,27250.0
25,61500.0,25850.0
26,61216.6667,25500.0
27,63283.3333,21116.6667
28,61216.6667,27300.0
29,60650.0,25816.6667
30,60283.3333,25866.6667
31,60750.0,26816.6667
32,62700.0,30600.0
33,63500.0,23600.0
34,62166.6667,30450.0
35,61100.0,25950.0
36,63650.0,23300.0
37,63233.3333,28250.0
38,61800.0,23150.0
39,61183.3333,24966.6667
40,60733.3333,25033.3333
41,68750.0,26450.0
42,61050.0,22983.3333
43,67366.6667,26850.0
44,63783.3333,28083.3333
45,60983.3333,26300.0
46,63600.0,26616.6667
47,61700.0,23400.0
48,62116.6667,22066.6667
49,65983.3333,25600.0
50,62666.6667,29666.6667
51,64016.6667,23616.6667
52,62100.0,25416.6667
53,60983.3333,25950.0
54,60716.6667,27583.0556
55,63683.3333,22783.3333
56,61066.6667,21566.6667
57,62833.3333,29250.0
58,60400.0,25466.6667
59,60333.3333,23400.0
