city,latitude,longitude
0,63316.6667,23450.0
1,65666.6667,29233.3333
2,60133.3333,23700.0
3,60900.0,21483.3333
4,62933.3333,25066.6667
5,65633.3333,24950.0
6,62800.0,30450.0
7,61050.0,21416.6667
8,62033.3333,25716.6667
9,60300.0,22783.3333
10,60850.0,24400.0
11,61500.0,24216.6667
12,61416.6667,25850.0
13,60133.3333,21733.3333
14,60483.3333,21866.6667
15,62400.0,30316.6667
16,60666.6667,23483.3333
17,64133.3333,26950.0
18,67233.3333,28350.0
19,60616.6667,26650.0
20,60650.0,25850.0
21,62950.0,22450.0
22,60700.0,22266.6667
23,69950.0,27300.0
24,63416.6667,29100.0
25,60966.6667,22850.0
26,64666.6667,28316.6667
27,62883.3333,29166.6667
28,62616.6667,30183.3333
29,64200.0,27100.0
30,61033.3333,25266.6667
31,63533.3333,28933.3333
32,60383.3333,22316.6667
33,62283.3333,22250.0
34,61416.6667,24200.0
35,60866.6667,26000.0
36,60683.3333,21516.6667
37,61350.0,27716.6667
38,60150.0,24166.6667
39,61633.3333,27383.3333
40,60516.6667,27366.6667
41,65333.3333,26150.0
42,60155.5556,24194.7222
43,65500.0,27966.6667
44,60210.8333,24631.9444
45,60683.3333,23450.0
46,60866.6667,26366.6667
47,65100.0,28933.3333
48,67292.5,28158.0556
49,64433.3333,28600.0
50,61233.3333,23883.3333
51,60750.0,26833.3333
52,61583.3333,21866.6667
53,61366.6667,22500.0
54,60116.6667,21650.0
55,60166.6667,21666.6667
56,61050.0,22983.3333
57,60900.0,24916.6667
58,66666.6667,27516.6667
59,63933.3333,24433.3333
