city,latitude,longitude
0,62083.3333,26300.0
1,62833.3333,24033.3333
2,60883.3333,27233.3333
3,60733.3333,27066.6667
4,61050.0,28383.3333
5,60450.0,26383.3333
6,63116.6667,26750.0
7,60383.3333,26333.3333
8,62900.0,29383.3333
9,61216.6667,24383.3333
10,61683.3333,29183.3333
11,63000.0,28866.6667
12,62483.3333,27783.3333
13,61083.3333,25833.3333
14,62300.0,27216.6667
15,65350.0,27066.6667
16,60616.6667,22133.3333
17,63766.6667,23333.3333
18,64250.0,26966.6667
19,60583.3333,26466.6667
20,61400.0,22966.6667
21,61350.0,29000.0
22,62933.3333,24100.0
23,60600.0,22216.6667
24,61366.6667,23583.3333
25,62933.3333,24166.6667
26,61366.6667,26200.0
27,61666.6667,21633.3333
28,60483.3333,24400.0
29,60866.6667,22883.3333
30,60450.0,25366.6667
31,63083.3333,29133.3333
32,61116.6667,23450.0
33,61100.0,26750.0
34,62800.0,22766.6667
35,64466.6667,24916.6667
36,63466.6667,22333.3333
37,63066.6667,29050.0
38,66116.6667,24933.3333
39,64250.0,25700.0
40,61833.3333,28833.3333
41,66366.6667,24200.0
42,67283.3333,26700.0
43,61466.6667,27300.0
44,61666.6667,23250.0
45,60633.3333,22950.0
46,59966.6667,23883.3333
47,67333.3333,23800.0
48,61733.3333,23550.0
49,61583.3333,25800.0
50,61383.3333,27650.0
51,64150.0,26350.0
52,63100.0,21716.6667
53,62800.0,21733.3333
54,61166.6667,23066.6667
55,61033.3333,28383.3333
56,64400.0,27466.6667
57,62883.3333,21450.0
58,63100.0,27383.3333
59,66133.3333,28450.0
