city,latitude,longitude
0,62383.3333,28950.0
1,60016.6667,22833.3333
2,61016.6667,22750.0
3,64066.6667,29833.3333
4,62783.3333,21450.0
5,63600.0,23500.0
6,64066.6667,24450.0
7,61950.0,25750.0
8,61650.0,27600.0
9,61316.6667,27233.3333
10,62966.6667,23050.0
11,60616.6667,27150.0
12,65350.0,27066.6667
13,60450.0,26900.0
14,62450.0,22333.3333
15,63550.0,22983.3333
16,61000.0,21650.0
17,60866.6667,28300.0
18,61283.3333,22333.3333
19,62766.6667,25800.0
20,60033.3333,24516.6667
21,61300.0,25850.0
22,64366.6667,27483.3333
23,63600.0,26950.0
24,62350.0,28100.0
25,64683.3333,28200.0
26,61816.6667,27550.0
27,64083.3333,27733.3333
28,60550.0,27100.0
29,61416.6667,26400.0
30,63000.0,24700.0
31,62450.0,30816.6667
32,60966.6667,25416.6667
33,61600.0,24866.6667
34,61550.0,28983.3333
35,60883.3333,25783.3333
36,60966.6667,22850.0
37,61233.3333,26766.6667
38,65366.6667,27350.0
39,61316.6667,23183.3333
40,65400.0,27066.6667
41,63350.0,29183.3333
42,60650.0,25850.0
43,60200.0,20283.3333
44,60600.0,22666.6667
45,62783.3333,29333.3333
46,60866.6667,26966.6667
47,60666.6667,25583.3333
48,61116.6667,27200.0
49,60633.3333,21300.0
50,60900.0,28133.3333
51,63250.0,25866.6667
52,60633.3333,24550.0
53,60566.6667,22100.0
54,60350.0,22583.3333
55,61166.6667,27716.6667
56,66533.3333,23800.0
57,61683.3333,27250.0
58,61783.3333,26033.3333
59,61566.6667,27266.6667
