city,latitude,longitude
0,60154.7222,24928.8889
1,63133.3333,29700.0
2,63333.3333,29200.0
3,63600.0,27150.0
4,59966.6667,23233.3333
5,67150.0,23983.3333
6,60616.6667,21750.0
7,64266.6667,23916.6667
8,62666.6667,30650.0
9,62000.0,30300.0
10,64566.6667,24450.0
11,60433.3333,24533.3333
12,60183.3333,23616.6667
13,65416.6667,27850.0
14,66250.0,26833.3333
15,62950.0,22400.0
16,62950.0,23716.6667
17,64983.3333,25266.6667
18,60583.3333,21383.3333
19,60700.0,22833.3333
20,64050.0,30400.0
21,63966.6667,23600.0
22,62100.0,28650.0
23,64416.6667,24650.0
24,64250.0,24950.0
25,62633.3333,21316.6667
26,61066.6667,26883.3333
27,63183.3333,22500.0
28,60683.3333,25900.0
29,60050.0,24016.6667
30,64950.0,26983.3333
31,62933.3333,26416.6667
32,61333.3333,23000.0
33,63833.3333,23566.6667
34,60650.0,25300.0
35,60383.3333,23933.3333
36,60257.7778,25192.7778
37,62800.0,21733.3333
38,63200.0,23933.3333
39,61183.3333,25383.3333
40,62533.3333,26833.3333
41,62183.3333,21516.6667
42,61783.3333,24500.0
43,60116.6667,23500.0
44,62500.0,28700.0
45,60283.3333,26083.3333
46,61433.3333,28500.0
47,62283.3333,30516.6667
48,64583.3333,28066.6667
49,61266.6667,29150.0
50,60116.6667,21500.0
51,64683.3333,26250.0
52,65366.6667,25333.3333
53,61116.6667,27883.3333
54,63200.0,27366.6667
55,67474.7222,28372.2222
56,61816.6667,28983.3333
57,62033.3333,29466.6667
58,60800.0,28150.0
59,62750.0,22666.6667
