city,latitude,longitude
0,60950.0,23900.0
1,60333.3333,22650.0
2,67083.3333,27500.0
3,61600.0,26950.0
4,60136.1111,24516.3889
5,63616.6667,28683.3333
6,64383.3333,28383.3333
7,62716.6667,25266.6667
8,64516.6667,27583.3333
9,65666.6667,25100.0
10,62966.6667,30350.0
11,62300.0,21450.0
12,62200.0,29866.6667
13,62116.6667,23216.6667
14,61316.6667,24066.6667
15,60383.3333,22583.3333
16,63633.3333,25050.0
17,62766.6667,30766.6667
18,60166.6667,20333.3333
19,61666.6667,28233.3333
20,60533.0556,27483.0556
21,61133.3333,27783.3333
22,64583.3333,26266.6667
23,60866.6667,23033.3333
24,64100.0,27733.3333
25,62716.6667,23916.6667
26,60000.0,24450.0
27,59916.6667,20916.6667
28,61300.0,25700.0
29,61383.3333,29066.6667
30,63650.0,22716.6667
31,60233.3333,22650.0
32,60217.2222,24742.5
33,60766.6667,27316.6667
34,63016.6667,22550.0
35,62750.0,30100.0
36,61450.0,28550.0
37,61600.0,24366.6667
38,63850.0,23166.6667
39,63083.3333,27933.3333
40,62833.3333,29016.6667
41,60733.3333,22783.3333
42,61083.3333,22400.0
43,66216.6667,27000.0
44,60203.3333,25086.6667
45,67166.6667,23566.6667
46,60416.6667,27416.6667
47,63233.3333,22883.3333
48,61666.6667,25866.6667
49,60016.6667,22666.6667
50,63350.0,28616.6667
51,61566.6667,25633.3333
52,60550.0,23183.3333
53,61133.3333,28766.6667
54,62850.0,21933.3333
55,61766.6667,22533.3333
56,62350.0,22050.0
57,66816.6667,27466.6667
58,64533.3333,28333.3333
59,61150.0,27500.0
